Overlook Park,Minetta Green Park,Peter Detmold Park,Walt Whitman Park,Tompkins Square Park,Mount Prospect Park
Ramon Aponte Park,Freedom Square,Mother Cabrini Park,Henry A Whalen Park,Dean Playground,Sean's Place
Bayswater Park Addition,Hoover - Manton Playgrounds,Manton Playground,Van Voorhees Park,Dugan Playground,London Planetree Playground
Spargo Park,Broad Channel Park,Harvard Playground,Crosson Greeen Park,Collyer Brothers Park,Lefferts Playground
Dome Playground,Belmont Playground,Claremont Park,Rodney Park South,Colucci Playground,Hell's Kitchen Park
Baisley Pond Park (Q-5),Huguenot Ponds Park R-131,Huguenot Ponds Park  R-131,Huguenot Ponds Park  R131,Huguenot Ponds Park,Canarsie Park
St. Vartan Park,Mahoney Playground,St. Catherine's Park,Junction Playground,Woodtree Playground,Rodney Playground Center
Life Spire Garden,Brooklyn Bears Carlton Ave Garden,Lions Pride Playground,6th St & Ave B Comm Garden,Upon This Rock Comm Garden,Battery Park City
Oasis Garden,Green Oasis/Gilbert's Garden,Oasis Garden,Jefferson Market Garden,Walt L Shemal Garden,Community Garden
Glendale Playground,Police Officer Edward Byrne Park,Police Officer Edward Byrne Pk,Seton Hospital Site,Seton Park,Rodney Park Center
Osborn Playground,Gravesend Park,Rev Lena Irons Unity Park,Frank Frontera Park,Frederick Douglass Playground,Lefferts Playground
Steeplechase Park,Cobble Hill Park,Richard Tucker Park,Kimlau Square.Park,James Madison Plaza,Marcy Green North Park
BSCAH Urban Farm,Bayview Terrace Park   R-137,Bayview Terrace Park  R-137,Bayview Terrace Park,Norelli Hargreaves Plgd,Pirates Cove Garden
"450 PARK AVENUE, New York, NY 10022",Wimbledon,1 Dag Hammarskjold Plaza,Plymouth Tower,Lincoln Plaza Towers,Morrison
Asphalt Green,Bathgate Playground,St James Square Park,Owen F Dolen Golden Age Center,Carmine Recreation Center,Hamilton Fish Park
Big Bush Playground,Harris Park,St. Michael's Playground,Dyker Beach Park,Kaiser Park,Quarry Road Ballfields Park
Goodwin Gardens,Howard Av Block Association,Kelly Street Park,TLC Sculpture Park,Samuel H Young Park,P.S. 4 Paradise Garden
Conference House Park,Bowling Green Park,Park Butter Avenue,Brookfield Park,Great Kills Park,Staten Island Marine Park
Greenbelt Native Plant Center,Livonia Park,Good Shepherds Garden,Sparrow's Nest Community Garden,Jardin De La Familia,Alice Kornegay Triangle
Stapleton  Comfort Station.R84,Hybrid Oaks Woods Park,Brady's Pond Park,Owl Hollow Park,Fresh Kills /Owl Hollow Park,Varian House Pk
Spuyten Duyvil Park,Spuyten Duyvil Park,Washington Bridge Park,Bridge Park,Isham Park,Concrete Plant Park
"243 LEXINGTON AVENUE, New York, NY 10016",Austen House,Strathmore,Ascot,"50 LEXINGTON AVENUE, New York, NY 10010",Trump World Tower
Clinton Community Garden,El Sol Brilliante Jr,Convent Garden,Community Garden,100 Quincy Street Community Garden,Earth Spirit Garden
Jefferson Market Garden,6th St and Ave B Community Garden,Oasis Garden,Green Oasis and Gilbert's Garden,Green Oasis/Gilbert's Garden,Convent Garden
Cyclone Site,Parade Ground,Harris Park,Play Lawn,Owl Hollow Park,Fresh Kills /Owl Hollow Park
Hull Street Garden,Powell Street Livonia Garden,St. Mark's Garden,Queens Communication Office,Vinegar Hill Community Garden,Vernon Tandt Block Association
Isla Verde Garden,Macombs Road Park,Jerome Park/Harris Park Annex,Kennedy Playground,Seeley Street Park,Cedar Tree Garden
NY Botanical Garden/BX Park,Undeveloped Garden,Church Triangle,Brooklyn Academy Of Music,Pier 1,Corona Taxpayers Association
Jhs 155 Playground,Marine Park/Jhs 278-K,Success Garden,Jhs 68 And Playground (Jop),E N Y Vocational HS Plgd,PS 14 & Stapleton HSes Playgd
Joseph Rodman Drake Park,Riverside Park South,Butterfly Gardens,Benjamin Gladstone Square,Lowry Triangle,Lemon Creek Park
Virginia Park,Bryant Hill Garden,Claremont Neighborhood Garden,Printer's Park,Little Green Garden,Red Shed Garden
Electric Playground,Maple Playground,White Park,Bowne Park,Greenwood Playground,Herman Dolgon Playground
Brevard,Murray Hill Mews,"600 THIRD AVENUE, New York, NY 10016",The Nash,"166 EAST 34 STREET, New York, NY 10016",1370 Avenue of the Americas
Breukelen Ballfields,Mapes Avenue Ballfield,Harris Park,IS 2 Playground/Midland Field,Dyker Beach Park,Play Lawn
PS 232 &Playground (Jop),E N Y Vocational HS Plgd,PS 5,Success Garden,Claremont Comm School Garden,The Claremont Community School
Plaza Tower,"45 EAST 89 STREET, New York, NY 10128",Windsor,"254 EAST 68 STREET, New York, NY 10065",East River Towers,"265 EAST 66 STREET, New York, NY 10065"
Verdi Square Park,PS 309 Playground,Woodycrest Community Garden,Triborough Bridge Approach,Umma Park Bmt Row,Schomberg Academy Garden
Harlem Art Park,Annadale Park,Cooper Park,Duffy Square Park,Stuyvesant Square Park,Stuyvesant Square
M. Fidler/Wycoff House Park,Creedmoor Farm Park,Nellie Bly Park,Future Amusement Park,Claremont Neighborhood Garden,Brownsville Green
Millenium Hilton Hotel,Financial Square,Salomon Smith Barney,Barclays Bank,"55 WATER STREET, New York, NY 10041",30 Park Place
Bayswater,First Temple Of David,Taylor-Soundview Block Assoc. Garden,Alice Kornegay Triangle,Livonia Park,Sparrow's Nest Community Garden
Stevens Tower,Paramount Plaza,The Harmony/David Rubenstein Atrium,Two Lincoln Square,"1301 SIXTH AVENUE, New York, NY 10019",1211 Avenue of the Americas
Washington's Walk,Peachtree Garden,Wood Park,Clement Clarke Moore Park,Richman (Echo) Park,Cypress Hills Change Garden
La Finca del Sur Community Garden,El Sol Brilliante Jr,Sugar Hill Garden,Harris Garden,La Isla Garden,Imani II Garden
El Garden,Brooklyn Botanical Gardens,Fantasy Garden,Manley's Place Garden,Sterling Comm Group Garden,Garden
Foley Square/ T. Paine Park,Thomas Paine Park/Foley Square,Foley Square/ T. Paine Park,Bronx Communication Office,Major John W. Mark Park,Maurice Muller Park
Delury Square Park,Major John W. Mark Park,Maurice Muller Park,London Planetree Playground,William C Bergen Park,Montefiore Square Park
United Block Association Garden,Carter G. Woodson Children's Park,PS 125 Playground,Fishbridge Garden,Isabahlia Community Garden,William B. Washington Memorial Garden
Rocks And Roots Park,William C Bergen Park,Mitchel Square Park,Hayes Square,Brust Park,Keltch Memorial Park
Warwick Street Greenery Glow Garden,New 123rd St. Block Assoc. Gdn,Albany Crescent Park,Clifton Pl Memorial Pk & Gard,Cypress Hills Playground,Genesis Park Community Garden
Elmhurst/Veterans Grove Park,Joseph T Mcguire Park,St. Albans Park,St Albans Memorial Park,St. Albans Memorial Park,Howard Playground
6bc Botanical Garden,6bc Botanical Garden,Kenkeleba House Garden,La Plaza Cultural,La Plaza Cultural Garden,El Sol Brilliante Jr
Beach 30th Street Playground,West Playground,St. John Cantius Parish,Grover Cleveland Playground,"Martin Luther King, Jr. Playground",Bill Brown Playground
Blue Heron Park  R-119,Forest Park,Arden Heights Woods Park,Riverdale Park,Riverdale Park Addition,Long Pond Park Addition
Sherman Creek,Sherman Creek Wetlands,The High Line/Ems Station 7,Sara D Roosevelt Park,Sara D. Roosevelt Park,Sara D. Roosevelt Parkway Plgd
Bensonhurst Park,Rodney Playground Center,Van Voorhees Park,Inwood Park (Sitting Area),Mahoney Playground,Fort Hill Park
Carter G. Woodson Children's Park,United Block Association Garden,PS 125 Playground,Isabahlia Community Garden,Fishbridge Garden,El Gallo Garden
Trump Plaza,St. James Tower,Belmont,Highpoint,Sterling Plaza,"401 EAST 80 STREET, New York, NY 10075"
"111 WALL STREET, New York, NY 10005","1 NEW YORK PLAZA, New York, NY 10004",2 New York Plaza,Financial Square,4 New York Plaza,Barclays Bank
Carlton Regency,"300 EAST 34 STREET, New York, NY 10016",Westvaco,"45 EAST 89 STREET, New York, NY 10128",Tower 49,"825 THIRD AVENUE, New York, NY 10022"
Liberty Tower,W Downtown Hotel & Residences,"425 FIFTH AVENUE, New York, NY 10016","43 PARK PLACE, New York, NY 10007","205 EAST 92 STREET, New York, NY 10128","33 BEEKMAN STREET, New York, NY 10038"
Bear Stearns,"110 WALL STREET, New York, NY 10005","101 BARCLAY STREET, New York, NY 10007","7 HANOVER SQUARE, New York, NY 10004",45 Broadway Atrium,1 Exchange Plaza
Hinton Park,Isham Park,Heritage Park,Herbert Von King Park,Westerleigh Park,Frank Golden Memorial Park
Cooper Square URA,St James Square Park,Carolina Garden,Pier 1,Graham Square Park,Surfside Garden
Kosciusko Pool,Carmine Recreation Center,Tottenville Pool,Asser Levy Park Expansion,Roy Wilkins-Southern Qns Park,Roy Wilkins Southern Qns.Park
J.J. Byrne Memorial Park,J.J. Byrne Playground,Bleecker Playground,Madison Square Garden Assoc,Maple Playground,Joseph T Mcguire Park
Kissena Park,Forest Park,Highland Park,Inwood Hill Park,Alley Pond.Park,Alley Pond Park Addition
Martin Luther King Memorial Pk,Rodney Playground North Park,Shield Of Faith Garden,Wanaqua Garden,Kennedy Playground,Big Red Garden
Loreto Playground,Rodney Park South,Ewen Park,Aqueduct Walk/Barnwell Square,Aqueduct Walk,Acqueduct Lands
Gilbert Ramirez Park,Hell's Kitchen Park,Stephen A Rudd Playground,Pratt Playground,Vesuvio Playground,Belmont Playground
Tompkinsville Park,Marion Hopkinson Playground,Ingersoll Houses,Bellevue South Park,Hybrid Oaks Woods Park,Bathgate Playground
Dr. Ronald McNair Park,Duane Street Park,Collyer Brothers Park,Spargo Park,Crosson Greeen Park,MacDonald Park
Reiff Playground,Kelly/PS 52 Playground,Bleecker Playground,Daniel M. O'Connell Playground,Greenwood Playground,Willis Playground
Kissena Corridor Park,BSCAH Urban Farm,Franz Sigel Park,O'Neill Triangle,William E Kelly Park/PS 255,Kelly Park Playground
Sheffield,One Penn Plaza,World Apparel Center,One Worldwide Plaza,Salomon Smith Barney,"1133 SIXTH AVENUE, New York, NY 10036"
Elton St Block Association,Goodhue Park,Dias Y Flores Garden,Euclid 500 Block Assoc Garden,Samuel H Young Park,General Hart Playground
General Motors Building,One Worldwide Plaza,Grand Central Plaza,One Penn Plaza,Salomon Smith Barney,Grace
Givan Square Park/3 Triangles,John Paul Jones Park,Thomas J Cutie Park,Thomas J. Cuite Park,Hoe Garden,Walt Whitman Park
The Feeding Tree,Rodney Playground Center,St. Catherine's Park,Robert E. Venable Park,Robert Venable Playground,Mill Pond Park
Octagon Park,A Better Community Garden,Brougham Cottage,Pier 1,Park   R-100,Brooklyn Academy Of Music
Dias Y Flores Garden,Goodhue Park,Elton St Block Association,Atkins Gardeners,Bronx Park,Euclid 500 Block Assoc Garden
Rodney Park Center,Police Officer Edward Byrne Pk,Police Officer Edward Byrne Park,Glendale Playground,Seton Park,Seton Hospital Site
East River Esplanade,Ralph Demarco Park,WNYC Transmitter Park,Greenpoint Park,Transmitter Park,Sutton Place Park
Union Square Park,PS 140 & Playground (Jop),Blissenbach Marina,Red Gate Garden,Libertad Urban Farm,Laguardia Landing Lights Park
Spring Creek Park,BSCAH Urban Farm,El Jardin De Paraiso Park,El Jardin Del Paraiso Park,Pirates Cove Garden,Bayview Terrace Park
PS 192 Plgrd/Jacob Schiff,Hancock T and T,Walton Slope (Park Grass Area),Kelly/PS 52 Playground,Tottenville Pool,Pier 86- Intrepid
Park,Flushing Meadows Corona Park,Flushing Meadows Park,Flushing Meadow Corona Park,Flushing Meadows/Corona Park,Van Wyck Playground
Youth Village Park,St Gregory's Park,Cypress Hills Change Garden,Wood Park,Peachtree Garden,Franklin Memorial Garden
Claremont Neighborhood Garden,Bryant Hill Garden,Fairmount Playground,Taqwa Commnity Farm,Taqwa Community Farm,Varian House Pk
St. John's Park,Hamilton Metz Field,Generation X,Holcombe Rucker Park,Callahan-Kelly Playground,American Heart
Ebenezer Wesleyan Garden,Park  R-98,Soundview Park,Bradhurst Ave Garden,Good Shepherds Garden,Ahearn Park
P.S. 4 Paradise Garden,Brooklyn Bears Carlton Ave Garden,Lions Pride Playground,Welcome Home Garden,P.S. 53,Goodwin Gardens
TLC Sculpture Park Garden,9th St Community Garden Park,9th Street Community Garden,Brooklyn Bears Rockwell Pl Garden,Brownsville Community Farm,Gregory's Garden
South Pacific Playground,La Cuevita Garden,South Brooklyn Children's Garden,Ebenezer Wesleyan Methodist Ch,Harmony Park,Sound View Park
Green Gems,Longfellow Garden,E 4th Street Garden,Sunshine Community Garden,Cedar Tree Garden,Southwest Promenade
Woodycrest Community Garden,Triborough Bridge Approach,PS 309 Playground,Los Amigos Garden,Georgia Ave Garden,Boston Road Garden
Allison Park,Brookfield Park,Willowbrook Park,Blueberry Park,Brady's Pond Park,Bloomingdale Park (R-106)
Alley Pond Park,Alley Pond.Park,Long Pond Park Addition,Long Pond Park,Fresh Kills Park,Freshkills Park
Owen F Dolen Golden Age Center,Red Hook Recreation Area/Park,Red Hook Recreation Area,Asser Levy Park Expansion,Sheltering Arms Park,Carmine Recreation Center
Garden Of Love,Sunflower Garden,Locust Manor Civic Association,Concerned Residents of Montauk Avenue,Madison St Block Assoc Garden,Arbutus Woods Park  R-133
North Shore Esplanade,Peachtree Garden,Valentino Pier,Washington's Walk,Bushwick Inlet Park,Dante Park
Estella Diggs Park,William C Bergen Park,Mitchel Square Park,Hayes Square,Brust Park,Keltch Memorial Park
Greenthumb Garden,B.C.C.A. Mini-park and Garden,Ahearn Park,Harding Park,Tratman Playground,Livonia Park
"520 MADISON AVENUE, New York, NY 10022","17 STATE STREET, New York, NY 10004",Fifth Avenue Tower,UNICEF House,"180 MAIDEN LANE, New York, NY 10005","200 WATER STREET, New York, NY 10038"
Patchen Community Square Garden,E. 43 St. Block Assoc. Garden,Madison Street Block Association,Sugar Hill Garden,Harris Garden,Padre Plaza
Fairmont,"980 FIFTH AVENUE, New York, NY 10075",Continental Towers,Newbury,"45 EAST 89 STREET, New York, NY 10128",Westvaco
J. Hood Wright Park,Addition To Ft Washington Pk,Maria Hernandez Park,Bill Rainey Memorial Park,Sherry Park,Gantry Plaza
Fort Washington Park,Bridge Playground,Annadale Park,Centro Cultural Garden,Wave H/Perkins Botanical Grdns,Smith Houses
Emigrant Savings Bank,Adams Tower,East Winds,Murray Hill House,"200 EAST 90 STREET, New York, NY 10128","353 EAST 83 STREET, New York, NY 10028"
Corinthian,St. James Tower,Trump World Tower,Vanderbilt,Evans Tower,Saratoga
Addition To Socrates Park,Bridge Playground,Red Shed Garden,Martins Field Playground Addit,Martins Field Playground,Manhattan Park Lawn
Seaside Wildlife Nature Park,Nelson Avenue Waterfront Park,Redfern Houses Playground,J.J. Byrne Memorial Park,J.J. Byrne Playground,South Oxford Park
"810 SEVENTH AVENUE, New York, NY 10019",Bertelsmann,CitySpire,Metropolitan Tower,United States Trust,1325 Avenue of the Americas
Channel Club,Vanderbilt,Sterling Plaza,"401 EAST 80 STREET, New York, NY 10075",St. James Tower,Grand Sutton
Leave it Better Kids' Garden,First Quincy St Block Association,William Simmons Community Garden Club,Brownsville Community Farm,Padre Plaza,Padre Plaza Garden
Clement Clarke Moore Park,Washington's Walk,Wood Park,Brook Park,Bowne Park,Grand Avenue Playground
Laguardia Landing Lights Park,Abyssinian Tot Lot,Livonia Park,B.C.C.A. Mini-park and Garden,Union Square Park,Red Gate Garden
Future,Paladin,Trump Palace,Cosmopolitan,Bristol,Corniche
Tom Mcdonald Triangle,New 123rd St. Block Assoc. Gdn,Elizabeth Langley Memorial Garden,Big Red Garden,New Vision Garden,Culinary Kids Garden
Padre Plaza,Padre Plaza Garden,Community Park,Highland Park Childrens Garden,Leave It Better Kids' Garden,Leave it Better Kids' Garden
LaTourette Park & Golf Course,Latourette Park/S.I. Hist Soc,La Tourette Park,LaTourette Park & Golf Course,South Shore Country Club Park,Douglaston Park Golf Course
Peoples Park Exchange,Colucci Playground,Columbus Park,Frederick B. Judge Playground,Haggerty Park,Seth Low Playground/ Bealin Square
Hoe Avenue Park,Madison St Block Assoc Garden,Sunshine Community Garden,Vogue Garden,Vladeck Park,W. 125th Street Esplanade
"40 WEST 57 STREET, New York, NY 10019",PaineWebber,Metropolitan Tower,United States Trust,1211 Avenue of the Americas,Rihga Royal Hotel
Harmony Park,Genesis Park Community Garden,Ebenezer Wesleyan Methodist Ch,Jardin De La Familia Garden,Detective Joseph Mayrose Park,Sterling Community Group
Simeone Park,Windmill Community Garden,Dr. Ronald E. McNair Playground,Mcnair Park,Ogden Plimpton Playground,Charlton Garden
East New York Farms Garden,William Simmons Community Garden Club,Edgemere Urban Renewal Park,Brougham Cottage,Liggett Terrace,Harlem Grown
"733 PARK AVENUE, New York, NY 10021",Marlborough,Evansview,Belmont,Park 900,Connaught Tower
Corniche,New York Merchandise Mart,Landmark,"201 EAST 42 STREET, New York, NY 10017",Paladin,"300 EAST 74 STREET, New York, NY 10021"
Hallets Cove Playground,J.J. Byrne Memorial Park,J.J. Byrne Playground,Mount Prospect Park,Carl Schurz Park,Von Briesen Park
Staten Island Marine Park,Blueberry Park,Conference House Park.R-6,Conference House Park R-6,Conference House Park,Gantry Plaza
Two Grand Central Tower,"101 PARK AVENUE, New York, NY 10178","40 EAST 52 STREET, New York, NY 10022",Carlton Regency North,"437 MADISON AVENUE, New York, NY 10022","55 BROAD STREET, New York, NY 10004"
River Avenue Park,Marcus Garvey Park,El Batey de Do̱a Provi Garden,Walton Slope (Park Grass Area),Sheltering Arms Park,Mariners Harbor Playground
5th St Slope Garden,Jardin De La Familia,Student Farm Project,Union Square Park,PS 140 & Playground (Jop),Shiloh Garden
"58 WEST 58 STREET, New York, NY 10019",Colonnade,Bmw,Gloucester,One Sherman Square,"80 CENTRAL PARK WEST, New York, NY 10023"
Campos Garden,Latinos Unidos Garden,Mobilization For Change,Two Coves Community Garden,Mckinley's Children's Garden,McKinley's Children's Garden
St. Albans Park,St. Albans Memorial Park,Mill Pond Park,Elmhurst/Veterans Grove Park,St. Andrew's Playground,Bathgate Playground
Lower East Side Ecology Center,Queensbridge.Park,Queensbridge Park,Sutton Place Park,Ralph Demarco Park,East River
St. Michael's Playground,Harris Park,Big Bush Playground,Dyker Beach Park,Montbellier Park,Fresh Kills /Owl Hollow Park
Hayes Square,Maurice Muller Park,William C Bergen Park,Estella Diggs Park,Rocks And Roots Park,Major John W. Mark Park
St James Square Park,Carolina Garden,Cooper Square URA,Roy Wilkins Recreation Center,Pier 1,Asphalt Green
John Allen Payne Park,Will Washington Memorial Gdn,Vernon New Harvest,Saratoga Blake Garden,Rodney Playground North Park,East End Community Garden
Earth Spirit Garden,Bryant Hill Garden,Hoe Garden,London Planetree Playground,Clinton Community Garden,Claremont Neighborhood Garden
James Madison Plaza,811 Family and Friends Garden,Montefiore Square Park,Rivercross Lawn,MacDonald Park,Steeplechase Park
Bowne Park,Electric Playground,Greenwood Playground,Maple Playground,Twenty Four Sycamores Park,Clement Clarke Moore Park
John Andrews Playground,Vinmont Veteran Park,Lowry Triangle,Marcy Green North Park,Cobble Hill Park,Richard Tucker Park
Continental Towers,Westvaco,"345 PARK AVENUE, New York, NY 10154",Fairmont,"300 EAST 34 STREET, New York, NY 10016","825 THIRD AVENUE, New York, NY 10022"
Captain Tilly Park,Noble Playground,Long Pond Park Addition,Long Pond Park,Middle Village Playground,Blueberry Park
Beach 17 Playground,El Jardin Del Paraiso Park,Pirates Cove Garden,El Jardin De Paraiso Park,Joe Holzka Community Garden,Norelli Hargreaves Plgd
P.S. 53,Jerry and The Senior Gents,Brooklyn Bears Carlton Ave Garden,Welcome Home Garden,Lions Pride Playground,P.S. 4 Paradise Garden
Bridge Playground,Ft Washington Park Addition,Fort Washington Park,Ft. Washington Park Addition,Little Bay Park,University Woods
Garden Of Happiness Addition,Pirates Cove Garden,El Jardin De Paraiso Park,El Jardin Del Paraiso Park,P.S. 186 Day Treatment Program,Beach 17 Playground
Huguenot Ponds Park  R131,Huguenot Ponds Park  R131,Huguenot Ponds Park,Huguenot Ponds Park R-131,Baisley Pond Park,Baisley Pond Park (Q-5)
Imani II Garden,El Sol Brilliante Jr,Community Garden,West 111th St. People's Garden,6th St and Ave B Community Garden,Mobilization For Change
"55 BROAD STREET, New York, NY 10004",1 State Street Plaza,"1 BATTERY PARK PLAZA, New York, NY 10004","110 WALL STREET, New York, NY 10005","95 WALL STREET, New York, NY 10005","160 WATER STREET, New York, NY 10038"
O'Neill Triangle,Keltch Memorial Park,William C Bergen Park,Rocks And Roots Park,Estella Diggs Park,Mitchel Square Park
Bushwick Green/Central Knoll,Green Central Knoll,Hillside Dog Park,Corlears Hook Park,Andrew Haswell Green Park,Steuben Playground
Concerned Residents of Barbey Street,Abyssinian Tot Lot,Laguardia Landing Lights Park,Blake Hobbs Playground,B.C.C.A. Mini-park and Garden,Fiorello La Guardia Park
Kenilworth,"444 EAST 86 STREET, New York, NY 10028",Tower 53,Lincoln Plaza Towers,Gilman Hall,Morrison
First Quincy St Block Association,McKinley's Children's Garden,Mckinley's Children's Garden,Leave It Better Kids' Garden,Leave it Better Kids' Garden,Brownsville Rec Center&Plygrnd
Graham Square Park,Carolina Garden,Lost Battalion Hall Recreation Center,Cooper Square URA,The High Line/Ems Station 7,Surfside Garden
"100 WALL STREET, New York, NY 10005","180 WATER STREET, New York, NY 10038","160 WATER STREET, New York, NY 10038","1 NEW YORK PLAZA, New York, NY 10004","95 WALL STREET, New York, NY 10005",Goldman Sachs
La Tourette Park.& Golf Course,La Tourette Park & Golf Course,La Tourette Park.& Golfcourse,La Tourette Park.& Golf Course,Courtlandt Avenue Association Garden,Courtlandt Avenue Assoc Garden
Bayview Terrace Park   R-137,Norelli Hargreaves Plgd,Pulaski Park,El Jardin De Paraiso Park,Pirates Cove Garden,El Jardin Del Paraiso Park
Elton St Block Assoc Garden,Demera/Santiago Garden,St Marks Block Assoc Garden,Walt L Shemal Garden,Latinos Unidos Garden,Diamante Garden
Sony,"590 MADISON AVENUE, New York, NY 10022",J.P. Morgan,"650 FIFTH AVENUE, New York, NY 10019",Trump Tower,"575 FIFTH AVENUE, New York, NY 10017"
"17 STATE STREET, New York, NY 10004","180 MAIDEN LANE, New York, NY 10005","520 MADISON AVENUE, New York, NY 10022",Goldman Sachs,One Liberty Plaza,"200 WATER STREET, New York, NY 10038"
Ferry Point Park,Roberto Clemente,John Golden Park,Macneil Park,Marconi Park,Jackson Square.Park
Trump Tower,Crystal Pavilion,"575 FIFTH AVENUE, New York, NY 10017","875 THIRD AVENUE, New York, NY 10022",Citigroup Center,"590 MADISON AVENUE, New York, NY 10022"
Ponderosa Garden,Orchard Alley Garden,Fd Roosevelt Broadwalk & Beach,New 123rd St Block Association Garden,Clifton Pl Memorial Park and Garden,Taylor-Soundview Block Assoc. Garden
Barretto Park,Barretto Point Park,Bryant Hill Garden,Graniteville Quarry State Park,Graniteville Quarry.Park,Eae J Mitchell Park
New Dorp Park,Duane Street Park,John Andrews Playground,Brookville Park,Franklin Memorial Garden,Franklin Memoral Garden
"245 PARK AVENUE, New York, NY 10167","300 EAST 34 STREET, New York, NY 10016",Continental Towers,"780 THIRD AVENUE, New York, NY 10017",The Nash,Corniche
Bloomingdale Park (R-106),Bloomingdale Park,IS 2 Playground/Ballfield,Frances Hamburger Sternberg Pk,Brookfield Park,Willowbrook Park
Inwood Hill Park,East River Park/Marine Co 6,John V. Lindsay East River Park,East River Park,Kissena Park,Highbridge Park
United Community Centers - E New York Farms Project,United Community Centers Youth Farm,United Community Center Garden,Greene Av United Neighbors Association Inc,Gregory's Garden,McKinley's Children's Garden
2 New York Plaza,"111 WALL STREET, New York, NY 10005",4 New York Plaza,"55 WATER STREET, New York, NY 10041","1 NEW YORK PLAZA, New York, NY 10004","77 WATER STREET, New York, NY 10005"
J.J. Byrne Playground,J.J. Byrne Memorial Park,Bleecker Playground,Madison Square Garden Assoc,Maple Playground,Joseph T Mcguire Park
Mccarren Park,Mccarren Park,Overlook Park,Schmul Park,Playground,Ewen Park
"17 BATTERY PLACE, New York, NY 10004",One Liberty Plaza,"140 BROADWAY, New York, NY 10005",Libya House,Saatchi & Saatchi,"230 WEST 27 STREET, New York, NY 10001"
Nevada Towers,"10 WEST 66 STREET, New York, NY 10023",Gloucester,Toulaine,"888 SEVENTH AVENUE, New York, NY 10106","58 WEST 58 STREET, New York, NY 10019"
Nellie Bly Park,Walton Slope (Park Grass Area),CPL. Thompson Park,M. Fidler/Wycoff House Park,Park Of The Americas,Rockaway Community Park
45 Broadway Atrium,"7 HANOVER SQUARE, New York, NY 10004","101 BARCLAY STREET, New York, NY 10007",1 Exchange Plaza,"110 WALL STREET, New York, NY 10005","100 WALL STREET, New York, NY 10005"
A Better Community Garden,Castle Hill Park,St. Nicholas - Olive St. Garden,St Nicholas-Olive St Garden,Paerdegat Basin Park,Abingdon Square.Park
Brooklyn Marine Park,Big Red Garden,Madison Community Greenthumb,Bronx & Pelham Pkwy,Locust Manor Civic Association,Concerned Residents of Montauk Avenue
Cypress Hills Playground,La Cuevita Garden,S.I. Community College Park,Warwick Street Greenery Glow Garden,Sound View Park,Detective Joseph Mayrose Park
Morris-Jumel Ecological Education Garden,Tranquility Farm,Dubos Point Wildlife Sanctuary,Dubos Point Wildlife Refuge,Children's Magical Garden,Children's Garden
Park Of The Americas,Rappaport Playground,Luther Gulick Park,Power Playground,Brower Park,Laurelton Playground
P.S. 76 Garden,PS 126 & Alfred E. Smith Park,T. Jefferson HS Greenhouse/Gdn,PS 232 &Playground (Jop),E N Y Vocational HS Plgd,Jhs 68 And Playground (Jop)
James A Young Memorial Park,St. Mary's Park,Thomas Greene Playground,Public Place,Dreier Offerman Park,Dreier-Offerman Park
Lincoln Plaza Towers,Adams Tower,"200 EAST 90 STREET, New York, NY 10128","950 THIRD AVENUE, New York, NY 10022",Men's Apparel,Gilman Hall
Irving Square Park,Fort Independence Park,Steuben Playground,Andrew Haswell Green Park,Mount Prospect Park,Hillside Dog Park
Barrier Playground,Glendale Playground,Police Officer Edward Byrne Park,Police Officer Edward Byrne Pk,Dome Playground,Jacob Joffe Fields
Manhattan Place,International Plaza,Saratoga,Rio,Marmara Manhattan,Monarch
Hart To Hart Garden Extension,Leif Ericson Park And Square,Clifton Pl Memorial Pk & Gard,Gardens Of Union,Carter G Woodson Childrens Pk,Harmony Park
Merriam Playground,Middle Village Playground,Lopez Playground,Luis R Lopez Park,Catherine Turner Richardson Pk,Sitting Area (Park)
Grand Central Plaza,"240 EAST 38 STREET, New York, NY 10016",General Motors Building,One Worldwide Plaza,30 Park Place,River Tower
Colonels Row,Harlem Lane Playground,Allied Productions/Le Petit Versailles,Model T Senior Citizen's Garden,Badillo Community Rose Garden,New 123rd St. Block Assoc. Gdn
Madison Square Garden Association,River Garden,Hunts Point Market,Change Garden,Brownsville Green,Mw United Orient Grand Lodge
Calvert Vaux Park Addition,Harris Park,Chelsea Park,Play Lawn,Alabama Avenue Playground,Breukelen Ballfields
Brooklyn Bears Carlton Ave Garden,Lions Pride Playground,Upon This Rock Comm Garden,Life Spire Garden,Welcome Home Garden,Battery Park City
Vladeck Park,Madison St Block Assoc Garden,Harlem Lane Playground,Patrick Van Doren Pocket Park,Sunshine Community Garden,Hoe Avenue Park
Pier 86- Intrepid,Whitney Museum/High Line,Generation X,General Worths Square Park,Grand Ferry Park,Sh'ma Yisrael
"745 SEVENTH AVENUE, New York, NY 10019",The Harmony/David Rubenstein Atrium,Galleria,Ritz,Paramount Plaza,"685 THIRD AVENUE, New York, NY 10017"
Wagner Houses Pool,Tottenville Pool,Carmine Recreation Center,Roy Wilkins-Southern Qns Park,Roy Wilkins Southern Qns.Park,Roy Wilkins-Southern Qns. Park
Maurice Muller Park,Major John W. Mark Park,William C Bergen Park,Herald Square.Park,Hayes Square,Keltch Memorial Park
William C Bergen Park,Keltch Memorial Park,Rocks And Roots Park,Estella Diggs Park,Maurice Muller Park,Mitchel Square Park
