Name,photo,boro,hours,amenities,reviews,long,lat,address,rating,type,zip,summary,num_ratings
Dome Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,384 Dahill Road,4.3,Neighborhood Park,11218,,117
Union Square Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Union Square,0,Neighborhood Park,10003,,0
Hancock T and T,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,322 Hancock Street,3.4,Neighborhood Park,11216,,64
One Liberty Plaza,https://apops.mas.org/wp-content/uploads/2012/10/2012-Zuccotti_Park-a-e1355969930522.jpg,Manhattan,24,"Artwork: Abstract steel sculpture in Plaza to the southLighting: In Plaza to the southPlanting: in Plaza to the north, and 2 long rectangular raised planters with shrubs and 3 low planters in Plaza to the southPlaque/Sign: 2 entry plaques and 1 information plaque in Plaza to the southSeating: 1,010 linear feet of fixed benches in Plaza to the north; 32 fixed seats at tables in Plaza to the southSubway: Stair access to the subway station, open Monday through Friday from 8:00 am to 6:00 pmTables: 16 fixed tables in Plaza to the southTrees within Space: 8 in planters in Plaza to the north; 55 honeylocust trees and 1 London Plane tree in Plaza to the south",,-74.010843,40.709754,1 Liberty Plaza,3.4,POPS,10006,In future years people will remember 2011 as the year in which physical public space reclaimed its lofty status in the public sphere thanks to the audacious actions of engaged individualsFrom Tahrir Square to Zuccotti Park physical public space has aggressively reminded the world of its centrality in accommodating and nurturing political debate and protestPublic spaces come in many flavors They include cityowned streets sidewalks and parks In New York and other cities they also include a zoningcreated variety known as privately owned public space Through a technique known as incentive zoning New York since 1961 has encouraged developers of office and residential skyscrapers to provide a nowsubstantial array of more than 500 plazas arcades and indoor spaces in return for valuable zoning concessions The most valuable concession of all has been bonus floor area and the City has thus granted more than 20 million square feet of extra building area for developers Although the spaces differ in terms of the legal specifics that created them the signature requirement is that they be usable by the publicZuccotti Park is one such privately owned public space although referring to it as one in 500 understates the seismic role it is currently playing The many actors in this unfolding drama  the activists of Occupy Wall Street using the space spaceowner Brookfield Office Properties various agencies and officials of the Cityincluding the policeas well as neighbors and other members of the public have a stake in understanding the possibilities and limitations for continued occupation Initially at least such greater understanding requires unearthing and characterizing the specific legal actions that created the space Zuccotti Park owes its existence to an incentive zoning transaction memorialized in a 1968 Special Permit that traded zoning concessions other than a floor area bonus in return for this public space variously referred to as a plaza an open landscaped area with trees sitting areas and the necessary lighting and what amounts to a permanent open park in the heart of one of the most densely builtup areas in the world The Special Permit notes importantly that it is principally because of this public benefit that the Commission has viewed this application with favor Although the developer simultaneously secured a substantial floor area bonus for its office tower that bonus was actually for another plaza to the north that wraps around the tower and not for Zuccotti Park In 2005 the City approved an application from the current owner Brookfield to modify the space through such improvements as the planting of 55 honey locust trees the addition of 1010 linear feet of fixed seating 16 fixed tables with fixed seats an abstract steel sculpture and new lighting Brookfield also changed the name of the space from Liberty Park how prescient to Zuccotti Park after the companys  CoChairman John Zuccotti a highlyrespected New York City attorney and former Chair of the New York City Planning CommissionGiven its legal provenance how should one judge the current use of Zuccotti Park by the hundreds of people constituting Occupy Wall Street The true answer is no one knows Unlike most other outdoor privately owned public spaces in New York City Zuccotti Park is a oneoff sui generis as lawyers would say Zuccotti Park is simply what the Special Permit says it is a large and useful plaza that must have amenities of seating tables trees lighting and public art The nature of permissible public use including the legal authority of the owner to impose its own rules to govern the conduct of those within the space is undefined The Zoning Resolution does provide some comparative guidance with regard to four expressly defined categories of plazas including the plaza 1961 urban plaza 1975 residential plaza 1977 and public plaza 2007 Believe it or not different rules attach to each of these categories of plaza and their definitions reflect a relentless chronological march introducing tougher design and amenity requirements to remedy the evident inadequacies of spaces provided under existing law The grandparent of all privately owned public spaces the plain vanilla plaza introduced in the Citys 1961 Zoning Resolution initially required owners to make the space accessible to the public at all times but subsequent zoning amendments motivated in large measure by problems associated with overnight use of spaces by homeless individuals led the City to permit owners of the various plaza categories to apply for authorization for nighttime closings Many owners have applied for and secured such authorizationsNo one knows for sure what the owner of Zuccotti Park would like to do with its space although it hardly stretches the imagination to believe it may like Occupy Wall Street to well occupy Wall Street and not its park If it so desired could the owner legally dislodge Occupy Wall Street Could it for example apply for and receive an authorization from the City for a nighttime closing under existing law The answer is a clear and unambiguous maybe Under one reading of the law the answer is no Section 37727 of the Zoning Resolution states that the City Planning Commission may authorize the closing during certain nighttime hours of an existing or new publicly accessible open area if the Commission finds among other things that a such existing publicly accessible open area has been open to the public a minimum of one year or there are significant operational or safety issues documented and b such closing is necessary for public safety within the publicly accessible open area and maintenance of the public open areas as documented by the applicant But because the phrase publicly accessible open area is a defined term in the Zoning Resolution that refers to the four articulated plaza types plaza urban plaza residential plaza public plaza and since Zuccotti Park is none of the above this option could be understood as unavailable to the owner or City The spirit of the law and an accommodating City interpretation would suggest that owners of Zuccotti Park should enjoy the same ability to apply for an authorization of a nighttime closing as owners of similar plazas created pursuant to the existing zoning categoriesCould Brookfield impose its own rules of conduct that would limit or even prohibit Occupy Wall Street from using the space effectively rendering the current use a trespass To answer this question I need only quote a passage from Privately Owned Public Space The New York City Experience a book I wrote more than a decade ago in collaboration with the New York City Department of City Planning and the Municipal Art Society of New YorkThe Department of City Planning has taken the position that an owner may prescribe reasonable rules of conduct In determining the definition of reasonable the Department has looked to the rules of conduct applicable in Cityowned parks for general guidance Thus for example the Department has considered a dog leash requirement a ban on the consumption of alcoholic beverages or a prohibition on sleeping in an indoor space to be reasonable On the other hand suggestions by owners that they be allowed to exclude undesirable persons on some basis other than improper conduct or to set limits on the amount of time a member of the public may sit in or otherwise use a space have been considered unreasonableOther fact patterns have and will arise to help sharpen the notion of reasonablenessWhat about rules against listening to a radio playing a musical instrument or inline skating May an owner bar political candidates organizational representatives or activist individuals from seeking signatures for a petition or from handing out literatureThe open question remains then could the owner adopt a rule allowing it to oust or severely limit the activities of Occupy Wall Street Surely any rule crudely prohibiting political activity within the space should fail the reasonableness test And there is no need to impress the US Constitutions First Amendment Free Speech clause to support this argument especially since the First Amendment applies only to government not private action And if it did apply by deeming Brookfield effectively a government actor contentneutral rules regulating the time place and manner of political activity would likely be constitutionally legitimate Instead one need only recognize that there is hardly a more timehonored use of public space than as platform for political activity Cities are about expression of ideas and what better way even in this digital age to express ideas than to gather in one place body to body and express themIronically it is Occupy Wall Streets enormous success that presents the greatest legal challenge Its footprint of occupation is to state the obvious dominant Yes people unassociated with Occupy Wall Street may and do pass through the space wander about chat with movement members take photographs eat a sandwich and read a book But this recitation glosses over the reality that Zuccotti Park has been literally taken over by one group in a way that could easily mitigate the enjoyment of the public space by other members of the public For those seeking the quiet passive enjoyment of what had been they are out of luck For other groups political or otherwise that may be inspired to seek a public space home of their own think political competitors flash mobs organized skateboarders they face a no vacancy sign Brookfields privately owned public space has become privately owned de facto by Occupy Wall StreetThis should not I hope offend Occupy Wall Street Its members are equally members of the public with a right to use Zuccotti Park and they have exercised that right with civility humanity and conviction But as time goes by they should ask themselves whether in satisfying their own needs they are preventing multiple publics from doing the same First in time should not become first in right now and forever more One potential solution would involve a scheduled reduction of their footprint over time freeing up part of the space for other users After all Speakers Corner in Londons Hyde Park is just that a corner of Hyde Park Spatial pluralism may be a dilution but it respectfully responds to the needs of many publics seeking to take advantage of Zuccotti ParkThe City privately owned public space owners and their representatives civic groups like the Municipal Art Society and other interested individuals should seize the moment to commence a public conversation on how best to utilize New Yorks remarkable archipelago of plazas arcades and indoor spaces scattered throughout downtown midtown and the upper east and west sides of Manhattan As recounted in Privately Owned Public Space far too many of these spaces have been disappointments effectively orphaned by private and public inattention or worse Brookfield is not an absentee parent but conceptually Occupy Wall Street may be one of the first to recognize that an orphan is a terrible thing to wasteThat doesnt mean however that political occupation is the palliative  To be fair most of these spaces are modest neither designed nor equipped for the robust mass engagement represented by Occupy Wall Streets use of Zuccotti Park For spaces that can accommodate larger groups it may now be time to develop citywide rules governing organizational use so that everyone gets a fair shake  Such approaches are routinely applied in a citys publicowned realm worldwide With the vastness of the inventory not every space has to accommodate every type of public use  If the outcome of Occupy Wall Streets use of Zuccotti Park results in a discussion about uses of and improvements to public space then its members could add yet another accomplishment to their already impressive achievementsProfile from Privately Owned Public Space The New York City Experience by Jerold S Kayden The New York City Department of City Planning and the Municipal Art Society of New York John Wiley  Sons 2000 Because this profile was published in 2000 it may not accurately reflect current conditionsThe relationship between this office building and a major portion of its public space diverges from the Corbusian tower in the park archetype Unlike the plaza at 140 Broadway across the street this special permit plaza stands alone a fullblock rectangular park bounded by Broadway Cedar Street Trinity Place and Liberty Street liberated from its host office tower by Liberty Street The difference this makes is most keenly understood visually Whereas 140 Broadway gains its architectural clarity by rising straight and uninterrupted from the middle of its capacious gradelevel plaza One Liberty Plaza does not rely on its disconnected plaza for visual definitionCalled Liberty Park the special permit plaza slopes downward from Broadway to Trinity Place Its linear geometry tightly regimented rows of mature trees protected at their roots by square metal grates and ubiquitous stone paving are more redolent of urban than naturalistic landscapes Eight metal benches are regularly used by passersby especially when the weather is hot and the shade of the trees entices On closer examination one of the bench occupants is revealed to be a bronze sculpture entitled Double Check by J Seward Johnson Jr an artist who specializes in bronze lifesize sculptures installed in public places Judging from the startled reaction of plaza users the sculpture could be entitled Double TakeAn elevated ribbon of plaza encircles the fullblock host building above Broadway and Liberty Church and Cortlandt Streets Numerous stairwells and planters provide informal seating opportunities especially along Cortlandt Street Access to the subway is provided at the intersection of Church and Cortlandt Streets ,
Cavala Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,68 Varick Street,4.5,Neighborhood Park,10013,,21
Park Of The Americas,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,103-02 41 Avenue,4,Neighborhood Park,11368,,255
J. Driscoll Tucker Place Plgd,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Sheepshead Bay Road,0,Neighborhood Park,11235,,0
Arden Heights Woods Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Radnor Street,4.4,Neighborhood Park,10312,,8
9th St Community Garden Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Avenue C,4.6,Neighborhood Park,10009,,20
Willis Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,388 East  141 Street,4.1,Neighborhood Park,10454,,79
