the_geom,uid_merged,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,the_geom_webmercator,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,agencyjuris,datasource,dataname,dataurl,datadate,pgtable,facdomain
0101000020E610000022A81ABD1A7F52C065A6B4FE96544440,,77418,,,PS 10 & Playground,511,7 Avenue,511 7 Avenue,Brooklyn,Brooklyn,3,11215,40.660858,-73.986007,988132.2764,180045.1052,3016509,3008690001,307,38,14900,BK37,0101000020110F00006D1B01280D6B5FC1114DC89023EE5241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000006326512FF87752C07C28D192C7554440,,74502,,,IS 218 & Playground,370,Fountain Avenue,370 Fountain Avenue,Brooklyn,Brooklyn,3,11208,40.670153,-73.874523,1019057.874,183455.9916,3095977,3042780001,305,42,111800,BK82,0101000020110F000062F31B92EE5E5FC1AE74E19778EF5241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000936FB6B9317652C0CF86FC3383604440,,155686,,,Corona Yard Substation,,,Roosevelt Avenue,Corona,Queens,4,11368,40.754004,-73.846785,1026699.203,214017.6462,4050125,4020181500,481,21,38302,QN99,0101000020110F0000D8D82FA0EA5B5FC193237A2F7FFB5241,Parks and Plazas,Parks,Regional Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000049A297512C8052C0624ED026875B4440,,102864,,,Thomas Paine Park/Foley Square,520,Pearl Street,520 Pearl Street,New York,Manhattan,1,10007,40.715062,-74.002705,983500,199793,,1001680001,101,1,3100,MN24,0101000020110F0000EAF506DCDD6C5FC13B944CF2E8F55241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000007B9FAA42037952C0ED9C668176694440,,124381,,NYCDPR: X284,Printers Park,1027,Hoe Avenue,1027 Hoe Avenue,Bronx,Bronx,2,10459,40.823929,-73.890824,1014466.113,239475.6483,,2027430035,202,17,11900,BX27,0101000020110F000004F7B939B4605FC164D1497489055341,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,NYCDPR: 1.359,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000C90050C58D7A52C01B7FA2B261694440,,157453,,,Rainbow Garden,383,East  159 Street,383 East  159 Street,Bronx,Bronx,2,10451,40.823294,-73.914903,1007802,239237,,2024060028,203,17,14100,BX35,0101000020110F00005DAE4B5752635FC17551DE1972055341,Parks and Plazas,Gardens,Community Garden,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000003C4A253CA17F52C05A46EA3D954B4440,,99562,,NYCDPR: B280,Nellie Bly Park,1842,Shore Parkway,1842 Shore Parkway,Brooklyn,Brooklyn,3,11214,40.590492,-73.994216,985856.3428,154408.5804,3319825,3069430002,311,43,30400,BK29,0101000020110F0000B1D6979CF16B5FC18346C56B0FE45241,Parks and Plazas,Recreation and Waterfront Sites,Managed Sites,,,,,NYCDPR: 0.992,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000034492C29777F52C06DC83F3388634440,,25355,,NYCDPR: M353,Riverside Park South,,,,New York,Manhattan,1,,40.777594,-73.991648,986563.2115,222575.5579,,,,6,15100,,0101000020110F00007F1D0325AA6B5FC1A5531CFEE1FE5241,Parks and Plazas,Parks,Community Park,,,,,NYCDPR: 66.695,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000CCB56801DA7352C0195932C7F2564440,,165412,,,PS 155 & Playground,130-02,115 Avenue,130-02 115 Avenue,South Ozone Park,Queens,4,11420,40.679284,-73.810181,1036899.524,186815.0391,4252357,4116730001,410,28,17600,QN55,0101000020110F0000F6F3E9F0EF575FC12E5376A6C7F05241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000677C5F5CAA7A52C011346612F5664440,137363,34431,,NYCDPR: X182,Millbrook Playground,625,East 135 Street,625 East 135 Street,Bronx,Bronx,2,10454,40.804354,-73.916648,1007325.776,232335.8922,,2025480100,201,8,2701,BX39,0101000020110F000015D474E782635FC1568735A7B9025341,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,NYCDPR: 1.020,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000054A86E2EFE7A52C0F94ECC7A316C4440,,9781,,NYCDPR: X148A4,Park,1522,University Avenue,1522 University Avenue,Bronx,Bronx,2,10452,40.84526,-73.921764,1005895.965,247238.2392,,2028750039,205,14,21301,BX36,0101000020110F0000C41A214811645FC1148664119A085341,Parks and Plazas,"Streetscapes, Plazas, and Malls",Parkway,,,,,NYCDPR: 0.153,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000002975C938467152C0E21DE0490B4D4440,,114780,,NYSDEC: 120,Norton Basin Natural Resource Area,,,Bay 32 Street,Far Rockaway,Queens,4,11691,40.601907,-73.769911,1048143.171,158651.1234,,4157490092,414,31,100802,QN15,0101000020110F000061A96A3B8F535FC16583B4CBB1E55241,Parks and Plazas,Preserves and Conservation Areas,Natural Resource Area,,,,,NYSDEC: 10.867,NYSDEC: Acres,,Public,NYS Department of Environmental Conservation,NYSDEC,NYSDEC: State,NYS Department of Environmental Conservation,NYSDEC,,NYSDEC,"NYSDEC: Lands - Under the Care, Custody, and Control of DEC",NYSDEC: http://gis.ny.gov/gisdata/inventories/details.cfm?DSID=1114,NYSDEC: 2017-04-01,nysdec_facilities_lands,"Parks, Gardens, and Historical Sites"
0101000020E610000044FB58C16F7952C046240A2DEB624440,169692,42108,,NYCDPR: Q298,Paul Raimonda Playground,20-02,48 Street,20-02 48 Street,Astoria,Queens,4,11105,40.772802,-73.897446,1012655.176,220846.2111,,4007630024,401,22,12301,QN72,0101000020110F0000AE32D1836C615FC103E41DE331FE5241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,NYCDPR: 1.304,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000598AE42B817952C09278793A57684440,115691;135799;135816;160991;161033;179349,115079,,,Fox Park,744,Fox Street,744 Fox Street,Bronx,Bronx,2,10455,40.815162,-73.898509,1012343,236279,,2027200009;2027200017;2027200019;2027200020;2027200021;2027200022,202,8,8500,BX33,0101000020110F0000AED21A198A615FC17D5D7E0D47045341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000008A75AA7CCF7852C09A5E622CD3614440,,77268,,,Laguardia Approach Lights Park,2413-15,81 Street,2413-15 81 Street,East Elmhurst,Queens,4,11370,40.764257,-73.887664,1015368.599,217736.2659,4022909,4010450057,403,22,30904,QN28,0101000020110F0000CCFC78485C605FC1A5F313E4F7FC5241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000001C7C6132557E52C085CD0017645F4440,81390,81375,,NYCDPR: M076,St. Vartan Park,613,1 Avenue,613 1 Avenue,New York,Manhattan,1,10016,40.745242,-73.97395,991468.3939,210789.3355,1021912,1009410011,106,4,7800,MN20,0101000020110F000081B98A9CBD695FC185AE8D4E3DFA5241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 2.774,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000004014CC98827D52C016A243E048584440,,92651,,,PS 270 Playground B-293,396,Dekalb Avenue,396 Dekalb Avenue,Brooklyn,Brooklyn,3,11205,40.689724,-73.961096,995038.9814,190563.8858,3055378,3019330102,302,35,19300,BK69,0101000020110F00008816E5E257685FC1935CE5CB46F25241,Parks and Plazas,Recreation and Waterfront Sites,Playground/Sports Area,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000029E8F692C67F52C08FAB915D69594440,,163272,,,Addition To Fort Stirling Park,154,Columbia Heights,154 Columbia Heights,Brooklyn,Brooklyn,3,11201,40.698528,-73.996495,985222,193769,,3002080201,302,33,301,BK09,0101000020110F0000E0713509316C5FC12E43CCF289F35241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000A5A2B1F6778552C00344C18C29524440,,160882,,,PS 31. Plygd/Davis Plygd,55,Layton Avenue,55 Layton Avenue,Staten Is,Staten Is,,10301,40.641893,-74.085447,960536.5881,173146.9176,5001150,5000490182,501,49,900,SI22,0101000020110F0000C30A0E8FDC755FC11A5021E66BEB5241,Parks and Plazas,Recreation and Waterfront Sites,Playground/Sports Area,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000009143C4CDA97652C082A8FB00A4604440,,1157,,,Rev George Warren Hinton Park,36-98,114 Street,36-98 114 Street,Corona,Queens,4,11368,40.755005,-73.854114,1024668,214379,,4017570090,403,21,38100,QN26,0101000020110F0000DD104397B65C5FC1B771ECF5A3FB5241,Parks and Plazas,Gardens,Community Garden,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000020D1048A587C52C0815A0C1EA6674440,2721,76597,,NYCDPR: M316,Rev. Linnette C Williamson Memorial Park,52,West 129 Street,52 West 129 Street,New York,Manhattan,1,10027,40.809757,-73.942904,1000055.525,234298.4423,,1017260064,110,9,20800,MN03,0101000020110F00007E94F29A5D665FC1F1FDDD4E80035341,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.051,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000685A6265348152C0A6ED5F5969584440,,21219,,,Colonels Row,1,Governors Island,1 Governors Island,New York,Manhattan,1,10004,40.690715,-74.018823,979029.9999,190923.0001,,1000010010,101,1,500,MN99,0101000020110F0000CBDCDE6B9E6E5FC1FA664B2B6BF25241,Parks and Plazas,Parks,City-State Park,,,,,TGI: 2.000,TGI: Acres,,Public,Trust for Governors Island,TGI,TGI: City-State,Trust for Governors Island,TGI,,TGI,TGI: Selected Facilities and Program Sites Database,TGI: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-selfac.page,TGI: 2015-03-01,tgi_facilities_sfpsd,"Parks, Gardens, and Historical Sites"
0101000020E6100000DD5D6743FE7F52C0A417B5FB55564440,,9839,,NYCDPR: B210C,Cough Triangle,566,Court Street,566 Court Street,Brooklyn,Brooklyn,3,11231,40.674499,-73.999894,984279.302,185014.5601,,3003830001,306,39,6500,BK33,0101000020110F0000D69C34A18F6C5FC1EEB5C50F18F05241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Triangle/Plaza,,,,,NYCDPR: 0.038,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000D4F02DAC1B8B52C076FC170802504440,117242;117245;117246;117248;117249;117250;117251;33636;40044,117239,,,Graniteville Swamp Park,,,Forest Avenue,Staten Island,Staten Island,5,10303,40.625062,-74.173564,936070,167051,,5017170001;5017170040;5017170049;5017170050;5017170058;5017170076;5017170084;5017170175;5017170225,501,49,32300,SI12,0101000020110F0000BCC2FCD7707F5FC17DD928AD02E95241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000EFFE78AF5A8652C06E19709692494440,,111315,,,"PS 38, Mini-Schl & Plgnd (Jop)",421,Lincoln Avenue,421 Lincoln Avenue,Staten Is,Staten Is,,10306,40.574786,-74.099285,956668.4403,148702.0346,5054213,5037320006,502,50,11202,SI45,0101000020110F0000AC7A28AB5D775FC1BBD264E4CFE15241,Parks and Plazas,Recreation and Waterfront Sites,Playground/Sports Area,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000051DA1B7C617752C0E3FA777DE66A4440,,47023,,,Wood Park,1381,Thieriot Avenue,1381 Thieriot Avenue,Bronx,Bronx,2,10460,40.835159,-73.865325,1021517,243577,,2038820100,209,18,21601,BX08,0101000020110F00003E207197EE5D5FC1DCD5567E26075341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000082AD122C0E7D52C04529215855574440,,5068,,,PS3/Playground (Jop),1222,Bedford Avenue,1222 Bedford Avenue,Brooklyn,Brooklyn,3,11216,40.682292,-73.95399,997011,187857,,3019980037,303,36,22700,BK69,0101000020110F0000AF52922092675FC1C46E840936F15241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000060234910AE7652C03BC780ECF55E4440,,84949,,,PS 14 Playground,105-26,Martense Avenue,105-26 Martense Avenue,Corona,Queens,4,11368,40.74188,-73.854374,1024604,209597,,4019540024,404,21,43900,QN25,0101000020110F00001A499ED3BD5C5FC191DD01D0C1F95241,Parks and Plazas,Recreation and Waterfront Sites,Playground/Sports Area,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000D68EE21C757B52C03EAF78EA916A4440,122317,122306,,NYCDPR: X296,Taqwa Community Farm,90,West 164 Street,90 West 164 Street,Bronx,Bronx,2,10452,40.832578,-73.929023,1003891.544,242615.7295,,2025110090,204,8,18900,BX26,0101000020110F0000CC397E4CDB645FC1A76DE48EC7065341,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.494,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000D593F947DF7A52C09DBCC804FC544440,,159159,,NYCDPR: B182,Howard Malls,,,,Brooklyn,Brooklyn,3,11212,40.663941,-73.919878,1006478.394,181178.1629,,,316,41,89200,BK81,0101000020110F00004AE76BCBDC635FC195D972AC94EE5241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Triangle/Plaza,,,,,NYCDPR: 0.058,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000FDDCD0949D7A52C07EA99F37155F4440,,9724,,NYCDPR: Q034,Sabba Park,,,,Woodside,Queens,4,11377,40.742835,-73.915868,1007563.151,209922.7054,,,402,26,25301,QN31,0101000020110F0000632B63326D635FC1396E2EE4E4F95241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Triangle/Plaza,,,,,NYCDPR: 0.401,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000B760A92EE07752C053B4722F306B4440,,107343,,,Noble Playground,,,Bronx River Avenue,Bronx,Bronx,2,10460,40.837408,-73.873058,1019376,244393,,2039110075,209,18,21800,BX08,0101000020110F00009C31CBCCC55E5FC1B955593879075341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000DCBB067DE97752C0CD069964E45A4440,,109719,,NYCDPR: Q101,Middle Village Playground,78-38,68 Road,78-38 68 Road,Middle Village,Queens,4,11379,40.710095,-73.873626,1019285.655,198008.61,,4037960025,405,30,62100,QN21,0101000020110F0000C7D77A9BD55E5FC1E8D7E29432F55241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 0.442,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000DD79E2395B7F52C0A59F70766B5B4440,,9891,,NYCDPR: M224,Straus Square,,,,New York,Manhattan,1,10002,40.714217,-73.989943,987038.1249,199485.1392,,,103,1,600,MN28,0101000020110F0000334FD4B17A6B5FC140B3CCEBC9F55241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Triangle/Plaza,,,,,NYCDPR: 0.121,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
