Name,address,summary,long,num_ratings,zip,photo,lat,reviews,boro,rating,amenities,type,hours
North Shore Esplanade,Richmond Terrace,,-74.088486,21,10301,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAZQvC_p-wS1znvCmh0l3n1f4YvaKIIT72AN-kzdmXYS9xih_oS_2GOQBqAP93D6Ej6drGWEi8s_kgeQnYExMyK_qsp5Y6iS1KFti7MKw0apst65_729mfeCOXrcHt-NdiEhDCjgQ3782-wcdrgYVrA4z7GhQGKu2joowuiw6pxLnbljPsNEA4qw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.647178," /AUTHOR: Corey Ashley /RATING: 3 /TEXT: Not a bad sliver of outdoor enjoyment.  It's not really a park, but more of streetside area with a decent view of boatyards and downtown Manhattan.  It's also a great place to catch the sunrise and boat activity. /AUTHOR: Hass C. /RATING: 5 /TEXT: This is part of Richmond Terrace, I walk down here when me and my girl are fighting and I need a minute. Peaceful and quiet, with a nice view of the city. /AUTHOR: Ken Chester Jr /RATING: 5 /TEXT: Nice place to bike along the shoreline & watch freighters come in. /AUTHOR: Suraj Rabindranath /RATING: 2 /TEXT: Nice silent place with skyline view /AUTHOR: Joanne Mathis /RATING: 3 /TEXT: Nice place to sit and watch the water traffic. Could use some beautification.",Staten+Island,3.6,,Park,unknown
Recreational Area,12 Avenue,,-73.951807,1052,10032,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1800&photoreference=CmRaAAAARYF7DGRQyaq7lkg8IQHt7dhp_JdD3UUGU2JN1pJv4XeeLNEBt-VE2Zv-8ZG-pe1TxlFofs45pXRTKbgoSHAuSFhkIeApxR319xYR8CarlZcfohQCchQVCN9nZ4iAbkkuEhD80R2h4w1GzP26fmBWkVQ3GhQWnZWqfXONq7DrVagJjvN7VcL-pg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.830641," /AUTHOR: lisa m. /RATING: 5 /TEXT: Its upper level is really nice. Good play area for kids. Dog runs are good. Just wstch your purse /AUTHOR: tharah parsons /RATING: 4 /TEXT: Great family park! Equipped with a swimming pool and beautiful track and field it's a great family place l! /AUTHOR: helen l /RATING: 3 /TEXT: Playground needs a new paint job. Has a very nice skate park and huge pool. /AUTHOR: wolpy gomez /RATING: 5 /TEXT: Great park lived here my whole life, there's always an event going on around there has good fields to play in. /AUTHOR: sadman chowdhury /RATING: 5 /TEXT: It was a very refreshing experience. The track was nice as well.",Manhattan,4.2,,Community Park,"['Monday: 6:00 AM â€“ 10:00 PM', 'Tuesday: 6:00 AM â€“ 10:00 PM', 'Wednesday: 6:00 AM â€“ 10:00 PM', 'Thursday: 6:00 AM â€“ 10:00 PM', 'Friday: 6:00 AM â€“ 10:00 PM', 'Saturday: 6:00 AM â€“ 10:00 PM', 'Sunday: 6:00 AM â€“ 10:00 PM']"
Liberty/Keith Williams Park,173 Street,,-73.783034,261,11433,https://maps.googleapis.com/maps/api/place/photo?maxwidth=640&photoreference=CmRaAAAAvGQmQOmHRRxV27y-mq-K7VQDLJ4qmKLLmySoKlLawS5HWCiKOgPDCqrcC58bEGGWbD37wl06mOgHMYPjIokpBvHbtrn0uXXcOoM2K36Tc3uVj-Nem3--EYHD25ixHJ2uEhDcNdV2XmM72fY-KKDB9U4HGhQNSSXtG7wVjFB5IewLnjZQB9fBoA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.701631," /AUTHOR: Sean Edwin /RATING: 5 /TEXT: Fanatastic park. There are areas for basketball _Ÿè€, tennis _Ÿ__, track _Ÿ‘£, baseball â__,soccer â__and American football _Ÿèˆ. There is a place for the smaller children to play including sprinklers in the summer. Also there are two pools to cool off. It's a very nice park and I go there as much as I can.. /AUTHOR: robert shelton /RATING: 5 /TEXT: The safest park in Queens. Bring your family and friends. It's safe. /AUTHOR: Daequan Brown /RATING: 5 /TEXT: It's pretty Good just needs nets on the basketball rim and remove the double hoops /AUTHOR: JaY Q /RATING: 4 /TEXT: Can't say anything negative about it except that the pool isnt deep enough, other than that they take good care of this park. /AUTHOR: Magdalena Nieradka /RATING: 5 /TEXT: Love taking my kids here.",Queens,4.2,,Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Mcnair Park,152 East  123 Street,,-73.938079,19,10035,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3264&photoreference=CmRaAAAAZbnE5D0mYb0q1HGdeBLH0-ARpUwhCHqdjgyUSoxAOikbmBRn1QfwpMFCEbZd7w8ui-gxpPm4766hQ5RuSjLFfP4XYpxG1HrsghoRfCi9W2XGhiY7YHP_aDd5zm3PpgvPEhBYvDMV6siXyRAnOxV1t4yjGhSbeV41gaLnbVuJQYcxykHRxcK-kQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.802702," /AUTHOR: CARLOS ORTIZ II /RATING: 4 /TEXT: Nice place, it has a small playground for kids in the area, small amounts of benches, many people from a Methadone clinic and programs hang out in this park, some play dominoes, cards, chess, checkers or other board games, but they are polite and don't bother or disrespect others, they tend to keep to their own click of people. /AUTHOR: Messiah Quiles /RATING: 1 /TEXT: Too many drug fiends camping out over there. The park is dirty. Only people that condone the drugs would give it 3-5 stars. /AUTHOR: Victoria Freeman /RATING: 5 /TEXT: Nice area for a birthday party...great space /AUTHOR: Timothy Laviola /RATING: 3 /TEXT: Basketball nature hike amongst other things to do /AUTHOR: Noel Rivera /RATING: 2 /TEXT: Too many methadone people in park.",Manhattan,3.1,,Park,unknown
Hunter's Point South Park,2 Street,,-73.960954,1387,11101,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2560&photoreference=CmRaAAAAre9B5oiGBUL8a4JChPTENW7i1EtX2FCO7EUfFmZ3YzgVMP9daABd5PclAgUHR7xObVAGV30CbKL_DyK6-8oOGE-C8QGRwPMrjbr4u2nY5Rgc0pYnYgVgyeK333hjWFu1EhAAQ8v-6ihBxYrrBpsXgA0KGhTT5WF0zV722E7py-ZtT_vVkROrHw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.742513," /AUTHOR: Rachel Fang /RATING: 5 /TEXT: A modern and beautiful waterfront park. It offers great view of Manhattan and a lot of good dining choices around the park. It is not so crowed as Manhattan waterfront parks. When the weather is nice, there are many people, kids and pets. The dog park is nice and big. /AUTHOR: Maliza Hossain /RATING: 5 /TEXT: My favorite place to visit when the weather is nice. This park is always clean and well maintained.  They made the park bigger added more viewing points , made it a lot nicer than before. I absolutely love it. Better than central park, great place to visit /AUTHOR: Zakir Ahmed /RATING: 5 /TEXT: Exceptional place to go with family. Beautiful family oriented place. My kid was extremely excited to be there. Nice view of the city. Will recommend to everyone to visit if you have some time in the afternoon. /AUTHOR: DannyD /RATING: 5 /TEXT: One of my favorite places to go when the weather gets warmer. Such a great place to spend some time and look at the city skyline. Come here with friends and family. You wouldn't be disappointed. /AUTHOR: Joy LeBlanc /RATING: 5 /TEXT: I love coming here with my husband and baby! It's clean, relaxing, pretty, and family friendly. Plus, it offers a great view of the water and has multiple playgrounds to choose from. And when the weather's nice, it's has plenty of places to have a picnic.",Queens,4.7,,Neighborhood Park,"['Monday: 6:00 AM â€“ 10:00 PM', 'Tuesday: 6:00 AM â€“ 10:00 PM', 'Wednesday: 6:00 AM â€“ 10:00 PM', 'Thursday: 6:00 AM â€“ 10:00 PM', 'Friday: 6:00 AM â€“ 10:00 PM', 'Saturday: 6:00 AM â€“ 10:00 PM', 'Sunday: 6:00 AM â€“ 10:00 PM']"
Givan Square Park/3 Triangles,2910 Eastchester Road,,-73.842367,82,10469,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1440&photoreference=CmRaAAAAEmPq6OLJACNRsw5QpFsqkeOuyprI7TPtTthShOG1-LnqndvPicRP7PMe7QQfvIIpZPTCcNncLZmAr5u4EtGOYzYFe8wi7lRpvsZH3QFV9nEK55tbnwcx-ZyF0nD5PHg8EhCGEBH3l5YkQpnKOKHIgH1cGhTbJbKKLz_RlAj-WffsHkaIfPDe7w&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.867896," /AUTHOR: Hazey P /RATING: 3 /TEXT: Nice spot for a quick rest. Open and great for walking your dog. /AUTHOR: IMO Bespoke /RATING: 3 /TEXT: Ok for a last minute gathering. Decent. /AUTHOR: Adrian Hamblin /RATING: 5 /TEXT: Nice small park.  Sprinklers and water works during the summer.  My toddler loves it. /AUTHOR: Awilda Rodriguez /RATING: 4 /TEXT: Clean, fairly new playground, decent bathroom, cultural population mixed near grocery stores and Chinese restaurant /AUTHOR: Kimberley A Merejo /RATING: 5 /TEXT: Love taking my toddler here!",Bronx,4,,Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Austen House,515 East 79 Street,The primary space of this residential plaza is located west of the building two steps up from the sidewalk and behind swinging white gates on the north side of East 79th Street between East End and First Avenues The plaza is divided into contrasting outdoor rooms an open sunny front room and a confined darker rear room The front room sometimes becomes so drenched in sunlight that it appears washed out Mostly out of the suns reach the back room is crowded by the placement of a square planter with four trees in its middle Both areas have plentiful fixed bench seating Further north is visual residual space filled with landscaping A sign that used to prohibit only ball playing has been updated to include skateboarding and rollerblading The public space plaque on the brick wall east of the entrance is obscured by shrubsUsable residual space occupies the front of the building with planters flanking both sides of the canopied entrance The remaining visual residual space east of the building is hardly visible behind the tall wire fence,-73.948828,,10075,https://apops.mas.org/wp-content/uploads/2012/10/515-East-79th-Street-Austen-House.jpg,40.771028,,Manhattan,,"Bicycle Parking: Primary Space: 9 spacesDrinking Fountain: Primary Space: 1LightingLitter Receptacles: 8.6 cubic feetPlanting: Primary Space: 650 sf required, 965.25 sf providedPlaque/SignSeating: Primary Space: 145 linear feet including 14.5 lf with backs required, 186 lf provided; Usable Residual Space:15.6 linear feet including 1.56 lf with backs required, 16 lf providedTrees on Street: 7Trees within Space: Primary Space: 7; Usable Residual Space: 1",POPS,24
Verizon Building,375 Pearl Street,,-74.001176,,10038,https://apops.mas.org/wp-content/uploads/2018/11/pops-375-pearl-street.jpg,40.710907,,Manhattan,,"Bicycle Parking: 8 Bicycle parking spaces, 4 Bike racksDrinking Fountain: 1Food ServiceLightingLitter Receptacles: 11 ProvidedOther Required: Light SculpturePlanting: 2496 sf providedPlaque/Sign: 5 Entry plaques, 1 Information plaquesSeating: 469.96 LF seating provided, including 75 movable chairsTables: 11 movable tablesTrees on Street: 31 street treesTrees within Space: 11 provided",POPS,24
South Brooklyn Children's Garden,202 Columbia Street,,-74.002897,5,11231,https://maps.googleapis.com/maps/api/place/photo?maxwidth=960&photoreference=CmRaAAAAhLSTpsT2vT9klyGkVTgp6COa3WBEyP4ys193H20C9Hy_bOb3bE82blClbD1quoDn8XbYlyaY5s4xoeFxsXzdI7EsqkCOTz6ZOQ7ZyqoohrzH5XKdaHRCi54rsBG_mZBPEhAIHJ7KIWPikOHfcU-kKFtXGhQxokJSVGXk3bP6oDIzFhe4xX76mw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.685263, /AUTHOR: Nichole Mallette /RATING: 5 /TEXT:  /AUTHOR: Hal Knights /RATING: 5 /TEXT:  /AUTHOR: Michael Foley /RATING: 5 /TEXT:  /AUTHOR: angelo polivio /RATING: 3 /TEXT:  /AUTHOR: Franklin Lucero /RATING: 5 /TEXT: ,Brooklyn,4.6,,Garden,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 10:00 AM â€“ 6:00 PM', 'Saturday: 10:00 AM â€“ 6:00 PM', 'Sunday: 10:00 AM â€“ 6:00 PM']"
Fort Independence Park,Sedgwick Avenue,,-73.895384,73,10463,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAwMBx8DYWXZbZ7HpmKFailsbuHET6SPhej1898OM38uqlCrNQM006tHxI2zD6jCrxudvsbaB6Xxorle7CsvbjQLj58rr9qrCdpc1yx4tEjJEBDa2NG3QYC_GB3T7vMkEbEhAPeqg5XqfhO37orGwKIa_iGhTeCRzBvfF7CZKsaXrmJxj0LjVOfA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.88176," /AUTHOR: Sheila Hicks /RATING: 4 /TEXT: Great playground. Neighborhood feel with view of reservoir. Wish equipment was newer, but it's rather nice. /AUTHOR: Jasity Soltero /RATING: 3 /TEXT: Quiet playground, however it needs mat repairs. They are all lifted on the corners, and I noticed a lot of the children tripping over them and falling. Park supervisor said we must call 311. If more people call and complain about this, I feel we will get the results we need. Please call!! /AUTHOR: Eat my Memes /RATING: 4 /TEXT: Pretty neat park, it has plenty activities you can do here. I had a nice time visiting. /AUTHOR: issan rodriguez /RATING: 4 /TEXT: Fort Independence Park has been beautifully restored in the last few years. It has a playground for children, basketball courts, hand ball courts and a dog park. I enjoy taking my dog for a walk by the reservoir and going for a run. It's a nice local park for the area. /AUTHOR: PABLO FERNANDEZ BARRERA /RATING: 5 /TEXT: Always clean and everything in good condition",Bronx,4.3,,Park,"['Monday: 7:00 AM â€“ 9:00 PM', 'Tuesday: 7:00 AM â€“ 9:00 PM', 'Wednesday: 7:00 AM â€“ 9:00 PM', 'Thursday: 7:00 AM â€“ 9:00 PM', 'Friday: 7:00 AM â€“ 9:00 PM', 'Saturday: 7:00 AM â€“ 9:00 PM', 'Sunday: 7:00 AM â€“ 9:00 PM']"
John Jay Park,76-01 Fdr Drive,,-73.949483,381,10075,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4096&photoreference=CmRaAAAAZeLtMcoGQGjK4vofRr6si_bXicPTIL_CiC6YcfFtbVexkqaB3WD-Jc4UC2cYbZgFQSBSltvm4IlEjaeyxB4J2AE8JI7iF1vd9tAKOrSqWHhIsb0nEeVJqT8CVj2l1upbEhA1YBqdOuxNsMfUIo86M-iLGhQGtlrjixeUDOExeJXqNurQBeUGVg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.769239," /AUTHOR: Paul Gumbinner /RATING: 5 /TEXT: John Jay Park is one of the city's most lovely park.  Located in a totally residential area, it has one of the best children's playground, a clean  safe public pool, handball courts, trees and benches and a large cement area for dogs and people.  It is clean and pleasant.  I go there often. /AUTHOR: Brian BUGSY Moran /RATING: 4 /TEXT: Large open spaces. Basketball courts, tennis, basic exercise machines, overlooks the FDR DRIVE and EAST RIVER. 2 Children's playgrounds, sand box, tire swing, toddler swings, regular swings, many climbing apparatus. Large swimming pool, open last week of June to 1st week of September, dumb. Too many silly rules, hard to have fun here. Point off for pool. /AUTHOR: The Henry Tribe /RATING: 4 /TEXT: Crowded. Lots to do like monkey bars, skate boarding, soccer, basketball and swimming. City vibe yet laid back. Busy yeg yet relaxing. Lots of dogs. Children have a blast here. /AUTHOR: Garrett Kavenagh /RATING: 4 /TEXT: It's a nice small area, with plenty of benches and a decent sized playground for kids. I love the statue they have there. /AUTHOR: SeattleAl Zapata /RATING: 4 /TEXT: Park for upper east side brats so you know it's gotta be good",Manhattan,4.5,,Community Park,"['Monday: 7:00 AM â€“ 10:00 PM', 'Tuesday: 7:00 AM â€“ 10:00 PM', 'Wednesday: 7:00 AM â€“ 10:00 PM', 'Thursday: 7:00 AM â€“ 10:00 PM', 'Friday: 7:00 AM â€“ 10:00 PM', 'Saturday: 7:00 AM â€“ 10:00 PM', 'Sunday: 7:00 AM â€“ 10:00 PM']"
Gilbert Ramirez Park,62 White Street,,-73.93455,181,11206,https://maps.googleapis.com/maps/api/place/photo?maxwidth=640&photoreference=CmRaAAAA-jIe7TVqzAykP-r4VeswC8EnFWvTVcJTcVukDuYKecOyXjH2Zy6dAfT5Dsv-pQ2REkoDYNJg65k_RCNevp4BUjYWJIj8jkdZkGivh6fLxlDjhTi1gMoJZWApLYbuElOuEhAxna2RKdOMFbYGffakUWpUGhQC8-paD_PZE0bMZQvL9UqhcfbB_A&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.705959," /AUTHOR: arri kd /RATING: 4 /TEXT: The place is nice,quiet enough for grown-ups to have a seat chit chat while the kids are playing around. And not too large so, you can easily find your child; who will probably be playing in the train station themed park.Has two basketball courts and a handball court/wall.Some green space and a few benches.The place is quiet.Also,the place is accross from some kind of industrial site.They emit some dust sometimes,which can be bad for you or your kids.So you might want to make sure to go when there is not much activity.And oh,dogs are not (no longer ?) welcomed.Yeah sad.But,you can take your dog with you but at your own risks /AUTHOR: Owen Miller /RATING: 4 /TEXT: I like the chess tables and the rubber flooring.  Idk why the keep locking the gates with a non-predictable schedule. /AUTHOR: Jessica Robinson /RATING: 4 /TEXT: Cute little park in Bushwick. Nice seating and chess tables. Some fun playground equipment for little kids. /AUTHOR: Richard Seaman /RATING: 3 /TEXT: A small pocket park . /AUTHOR: Emmanuel Trinidad /RATING: 5 /TEXT: Good place to go hang out with your kids and eat an ice cream on a hot day. We had a positive football game in the grass with bo negativity around us",Brooklyn,3.9,,Neighborhood Park,"['Monday: 6:00 AM â€“ 1:00 AM', 'Tuesday: 6:00 AM â€“ 1:00 AM', 'Wednesday: 6:00 AM â€“ 1:00 AM', 'Thursday: 6:00 AM â€“ 1:00 AM', 'Friday: 6:00 AM â€“ 1:00 AM', 'Saturday: 6:00 AM â€“ 1:00 AM', 'Sunday: 6:00 AM â€“ 1:00 AM']"
Murray Hill Mews,560 Third Avenue,Of the three buildings with plazas and some variation of Murray Hill in their names  Murray Hill and Murray Hill House are the others  Murray Hill Mews provides the greatest amount of potentially usable plaza The word potentially is necessary because an adjacent restaurant legally authorized to place tables and chairs on the space too often fails to operate in ways that make clear to members of the public that they may sit without obligation to purchase anythingThe plaza encircles the building at lower and upper levels along East 37th Street the west side of Third Avenue East 38th Street and most of the towers west side Entered up stairs from East 37th or 38th Streets 75 feet west of Third Avenue the upperlevel plaza is a capacious balcony ringed by threefoot walls that block the sight and much of the noise of the streets below With its pavement recently brightened it has a lean clean look that shines when the sun is outDuring the summer a restaurant spills its tables and chairs onto the upperlevel East 37th Street side under authority granted by a Board of Standards and Appeals variance That variance also guarantees that members of the public may sit anywhere without obligation In the past however the restaurants arrangement and management of the seating areas have muddied the waters with regard to this public guaranteeAt a recent site visit for example one dubious configuration situated three small unshaded tables along the southern balcony wall segregated from the bulk of seating nearer the restaurant that was distinguished by oversized red umbrellas and waiter service This twozone grouping could easily suggest to members of the public that the three outlying tables were the public ones while the other tables were privateIn addition required signs stating that the plaza is Open to public 9 am to sunset were missing with glue marks on columns the only evidence of their former existence here Remaining signs stating tables available for public use were displayed on the three outlying tables further implying that the other tables were not Such implication becomes explicit privatization when waiters inform individuals that they may not sit in the restaurantarea chairs without purchasing food and drink as they did at a recent site visitOther aspects of the space are also disappointing At a recent site visit required fixed wooden benches and planters were missing on both East 37th and 38th Street sides and the Third Avenue upperlevel space connecting north and south sides was fenced off from public access No record of City approval has been found for these discrepancies from legal requirements The remaining lowerlevel portion of the space on Third Avenue is an empty strip several steps below the adjacent public sidewalk in front of stores In the past another restaurant has set up chairs and tables here but the public would have the same right to sit without obligation to purchase as it does in the upperlevel plaza The throughblock driveway west of the building and the waterfall and fountain in front of the primary residential entrance there are genuinely private space,-73.976866,,10016,https://apops.mas.org/wp-content/uploads/2012/10/2009560-Third-Ave.-2-e1350881607656.jpg,40.748093,,Manhattan,,"Planting: 34 plantersPlaque/Sign: 6 brass plaques stating Open to public 9 am to sunset; 3 brass plaques stating Seating open to public without obligationSeating: 10 backless benches in Plaza on upper level on East 37th Street side, 1 backless bench in Plaza on upper level on East 38th Street side",POPS,Restricted 
Edgemere Coalition,480 Beach 43 Street,,-73.774777,16,11691,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAA2gpGwnQBY7Ee-l8DgFRGlsIYEKvgBLW9hEmAEKtdtpAMRYE7mFNw-2NBWoejU_aCF04v0Q-5R32O4_Po-lgyt6rYPnpuA40QMpG9vUowaL-e1kLdo9jxu2cr78axY56qEhC_PjEyhQp82tYjCcQ48gR_GhSE7Ji7CELM5vbBOyJHIbsj0TfMKA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.598132," /AUTHOR: Rj Kulman /RATING: 5 /TEXT: Great place, lots of activities /AUTHOR: Jeffrey West /RATING: 5 /TEXT: Great presentations, beautiful facility, interesting exhibits. A learning experience /AUTHOR: dap charles /RATING: 3 /TEXT: This was a street fair I attended under the subway tracks. Really disn't see much as it was directly under the train station. I didn't go far. But the area seemed pleasamt enough. /AUTHOR: Pain Relief Teresa /RATING: 5 /TEXT: Love It /AUTHOR: Adam Adam /RATING: 5 /TEXT: Great organization.  RWA does lots of great work in Arverne, both environmentally and socially.   Great food at the CSA too.",Queens,4.8,,Garden,unknown
5th St Slope Garden,East 5 Street,,-73.980861,0,10009,None Available,40.723606,None Available,Manhattan,0,,Garden,unknown
Sound View Park,1124 Harding Park,,-73.858476,0,10473,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAm590Xo2JhYb9i9hrIdp64QA8cMwZ9hFdinm9xmih4pD7LgsXmNJU1NgPwDFU8zhQautWtE8gwn2NxRdC8WD3xBNNLtmXpdjxClOvkSZsl2QZeWC4gPBLWqQ2AKXCSI1XEhCCdkcTOgXRujsGyk0aSHINGhRjUFUrIgic9_-ihyjjrTX3rlfggw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.808478,None Available,Bronx,0,,Park,unknown
A Better Community Garden,1 Hunterfly Place,,-73.928169,9,11233,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4160&photoreference=CmRaAAAACd5QI-f6r5C4Ve0gjrz8kTmheWvAdOTP8dOrAGr24-87kBJqauzlMgR9eonAOANBuy-i548ScyKSI9UOFPDrq-rQ4fg_52EZxZqb5Q8hJQcsSpxxxsU1BvOfflPbWz_LEhCSXbl3EeGJ6JdXk5z44IrvGhQyNnRYrGSWZQWQtMxGcbh0DeNhCQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.678119, /AUTHOR: Karen Forde /RATING: 5 /TEXT: My niece Alealia fix me and my sister a beautiful Mother's Day dinner /AUTHOR: Ø_ÙƒÙ_Ù… Ø§Ù„Ù†Ø¬ÙÅÙ_ /RATING: 3 /TEXT: Nice /AUTHOR: Antonio R Cardell III /RATING: 4 /TEXT:  /AUTHOR: Jose Alicea /RATING: 5 /TEXT:  /AUTHOR: JosÃ© Martinez /RATING: 4 /TEXT: ,Brooklyn,3.6,,Garden,unknown
Foley Square/ T. Paine Park,501 Centre Street,,-74.002745,486,10007,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4192&photoreference=CmRaAAAAyFhjzil7wJij8hwPbn-mCA33FaBrcr5RL7kNGdEQFMssjEPB_S93jlobYgfMIIMeOdM9ecP3gty4KAh_siBVdz8-Yni2JTndp2Bsy6FDpH9ssfi39IoTY06biz4kwXlgEhBrWTSRSU-xV_3WjorxPqGaGhR8YtOE049IuD6AvsO4O3fNmnnJ3Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.714178," /AUTHOR: Sandy Qureshi /RATING: 4 /TEXT: It was a nice space, kinda small, but I like the art sculptures. /AUTHOR: Brandon LastName /RATING: 3 /TEXT: Essentially just an open area with benches, no shde trees.  Nothing special, other than a place to sit in the sun at lunch, which can be OK for Manhattan. /AUTHOR: Hendrik Jan Van Voorst /RATING: 3 /TEXT: There were a lot of homeless people sleeping in the park, but they didn't bother us /AUTHOR: Billy Caras /RATING: 5 /TEXT: Obviously beautiful. It's pretty cool to stand next to such large structures like the arch (I'm ashamed that I'm a NY'r and I don't know what it's called), make sure to take some pics, you'll get some gr8 selfies. /AUTHOR: Charlie Sims /RATING: 5 /TEXT: Relaxing quiet and peaceful experience",Manhattan,4.2,,Park,"['Monday: 6:00 AM â€“ 12:00 AM', 'Tuesday: 6:00 AM â€“ 12:00 AM', 'Wednesday: 6:00 AM â€“ 12:00 AM', 'Thursday: 6:00 AM â€“ 12:00 AM', 'Friday: 6:00 AM â€“ 12:00 AM', 'Saturday: 6:00 AM â€“ 12:00 AM', 'Sunday: 6:00 AM â€“ 12:00 AM']"
Tranquility Farm,659 Willoughby Avenue,,-73.943096,4,11206,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1080&photoreference=CmRaAAAAn5oNG1GCnxsefQrJGTrsnYslXtfG4ko2t2uPgM6a2RY292vuodvHW6GSVveTdAyJDP0z6wxYWnOn5MY_P2dCOqsIAaq6Tg8KECcwlgMIhpV0QndDWdyykxc-FKXqLASyEhABKqY4H90sBEMvgd4gC0WLGhTJo0nYaWPFFmz8znFPeXlw-upcsg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.694831, /AUTHOR: Alexander Munoz /RATING: 5 /TEXT: Amazing space and hardworking gardeners. Looking for new members. Come visit and introduce yourself. And they have chickens! /AUTHOR: Paula Donato /RATING: 5 /TEXT: Beautiful community garden loved n  runned by  Ena.  /AUTHOR: KÃ_Ã¿ RÃ«d /RATING: 4 /TEXT:  /AUTHOR: Sawdayah Brownlee /RATING: 5 /TEXT: ,Brooklyn,4.8,,Garden,unknown
Raoul Wallenberg Park,3600 Palisade Avenue,,-73.917689,0,10471,None Available,40.887599,None Available,Bronx,0,,Park,unknown
"220 EAST 72 STREET, New York, NY 10021",220 East 72 Street,The plaza in front of this combination residentialcommunity facility building on the south side of East 72nd Street between Second and Third Avenues is extra sidewalk paved in concrete with a canopy over the front door Four fixed concrete planters two truncated planters and three small movable planters are the vertical elements,-73.959721,,10021,https://apops.mas.org/wp-content/uploads/2012/10/220-East-72nd-Street.jpg,40.768894,,Manhattan,,No required amenities,POPS,24
"40 BROAD STREET, New York, NY 10004",40 Broad Street,This tiny urban plaza and arcade are located at the back of 40 Broad Street on New Street south of Exchange Place In the face of New Street which effectively functions as a truck service alley and loading dock for building deliveries this urban plaza has demonstrated how much can be done through clever design The strategic placement of planters and attached wooden benches has created several highly usable hidden areas where individuals alone or in groups of two or three can momentarily escape the rest of the cityAt a recent site visit however the benches and planters were absent and the space had become an empty strip fronting the redcolumned arcade no better than the street that it had so effectively countered No record of City approval that would permit the removal of required amenities or changes to the design of the space has been located,-74.011787,,10004,https://apops.mas.org/wp-content/uploads/2012/10/20121207_40_Broad.jpg,40.706021,,Manhattan,3,LightingLitter Receptacles: 2Planting: 412 sfSeating: 64 feet-1 inches LFTrees on Street: 3Trees within Space: 3,POPS,24
