Name,rating,num_ratings,zip,uid,address,boro,reviews,lat,website,long,photo,hours,type
Gravesend Park,4.5,348,11204,164951,5521 18 Avenue,Brooklyn," /AUTHOR: Laurie N /RATING: 5 /TEXT: Gorgeous park. My kids love it here. It's especially nice in the summer with the sprinklers on. The best part is that their bathrooms are clean. /AUTHOR: R A /RATING: 5 /TEXT: Awesome park three or four parts so many kids adjust by choice or age and kids love to climb up on the small tiny look like hills beside the slide  seating available for adults closer to slides so they can watch their kids while playing /AUTHOR: MoahGentle /RATING: 3 /TEXT: Never been inside just walked nearby. Idk what to say about it. It's nice from the outside. As a matter of fact, very nice. I had time to observe it very carefully and detailed because once I got kinda lost nearby and walked around in circles. Actually I got lost twice in the area. A little bit ashamed to admit it. But at least I can give you a very detailed review about it. You are very welcome. Worth a visit. Maybe even nice inside? If I'll ever get lost there I'll let you all know. Thank you for listening and reading my review. Have a nice day! /AUTHOR: Moses Moskowitz /RATING: 5 /TEXT: This is a very nice Park, with lots of activities for both Young kids and Older kids /AUTHOR: Dov Kalman /RATING: 5 /TEXT: Fabulous park for all ages. The park was renovated about 2  years ago and has since been a great place to air out. This huge park can accommodate a few hundred people and is generally packed on Sundays, especially in warm weather",40.623976,https://www.nycgovparks.org/parks/gravesend-park,-73.98492,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=CmRaAAAA7lOqtnTZ8xpd8E4QJtV3UvM8mCVhdNUvOURlGe0tJSDysGvOFtiiKvnPvtXTrNLiSPbatNv6O1o83IbXs_eBmo9G2Dwozt2hEN8u1BkD9DiQ-rpmdpEaMrXQ-DyI452TEhB7Z_y48y9px_vIMsql54KAGhTu4GOjWR4U6d1272h1o_iOdwC56w&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Neighborhood Park
Maple Woods Park,5,2,10304,159310,Richmond Road,Staten+Island, /AUTHOR: Carmelo Adorno /RATING: 5 /TEXT: Great /AUTHOR: shushtiman /RATING: 5 /TEXT: ,40.61127,https://www.nycgovparks.org/parks/maple-woods/,-74.088284,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2322&photoreference=CmRaAAAAutqReengTPKq4gyVZngY80umDLGmOfj43nEpyisqnzdd5slQHB38n-U8SZYx5jkBk5s-FrtLiL3MJBg5K-TQyxdv5lAiut6W339_76PsqN3IdnVQyMdUhekbOOKanEQLEhA8tKe2jeyP9aCbvfeG4vDrGhQBmPMLlo9jV9mU3nqpTNUfHxRJ9Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Jackson-Forest Community Garden,0,0,10456,8448,736 Home Street,Bronx,None Available,40.828144,None Available,-73.902482,None Available,unknown,Garden
Alice Austen House & Park,4.6,101,10304,155309,Edgewater Street,Staten+Island," /AUTHOR: Georgianna Neller /RATING: 5 /TEXT: Alice Austen house is my favorite historical place in Staten Island. I love the house, the gardens, the beach, the views and, most importantly, Alice...her life story and her photos. I know that Alice had a remarkable life that, sadly, ended in the Farm Colony, as I recall. She was a woman ahead of her times and, I, for one, am grateful that she chronicled this era in time. /AUTHOR: Sreelekshmy Panicker /RATING: 5 /TEXT: I've been to this place twice before.. went again today with my mom and my kids. Such a beautiful, calm and peaceful place. There was a group doing yoga there. Some people were fishing. The view is awesome. /AUTHOR: Sam Quaye /RATING: 5 /TEXT: This was a nice place but people say it is haunted but no it is not I have enter the place so it is not haunted  and pls find some time to visit the Alice Austen House it will be  fun I promise /AUTHOR: M Demers /RATING: 4 /TEXT: This place is so cute and has some great history behind it.  I'd highly recommend coming here if you're into photography!  Our guides were super nice too!  The location is beautiful and has a very nice view over the Hudson River /AUTHOR: Lila Cien /RATING: 5 /TEXT: It's nice to see how people might have lived at the turn of the 20th century.",40.616452,http://www.aliceausten.org/,-74.063812,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2880&photoreference=CmRaAAAAsU0nRJ8hr42FDwDzZokageGYjPAU1fS0Ke223QU616VWFdF9umWGWnRmlbbd3m8iNzhoiuoB8clBiClp3TWhz5g_1O0xuHdKSc-E6fX46HEdx804ogl9FZl09fF3Bi5zEhAy4dXYXVBJyR6-6n1zfUUiGhSuhOPnljJ9Z_7cW3bUlafdn8MC7w&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Closed', 'Tuesday: 1:00 – 5:00 PM', 'Wednesday: 1:00 – 5:00 PM', 'Thursday: 1:00 – 5:00 PM', 'Friday: 1:00 – 5:00 PM', 'Saturday: 11:00 AM – 5:00 PM', 'Sunday: 11:00 AM – 5:00 PM']",Park
Peaceful Valley Garden,4.5,24,10035,194757,1781 Madison Avenue,Manhattan," /AUTHOR: Shawn Schoonmaker /RATING: 5 /TEXT: Great place to volunteer and drop off your well chopped compost. /AUTHOR: Robert Brink /RATING: 5 /TEXT: ""JENNY'S GARDEN"" is a special place.  Jenny and her fellow gardeners reclaimed 20 blocks of formerly abandoned, bombed-out park area lining the Amtrak tracks, and created a gorgeous pagoda that delivers tons of food to shelters every year, and teaches local kids about agriculture. /AUTHOR: Alec Irion /RATING: 5 /TEXT: Jenny's Garden (Riverside Valley Community Garden) is a great escape when you want to reconnect to the earth. They accept volunteers on Saturdays and Sundays from 10am-2pm so I hope to see you there! /AUTHOR: Osvaldo Rubio /RATING: 5 /TEXT: Peaceful and calm place to read or just sit back and enjoy the view /AUTHOR: David Seif /RATING: 2 /TEXT: I wish this place would tear down the ugly chain link fencing and the barbed wire. The plants really don't need that kind of protection. The bad old days are over. Get with the times - it's an eyesore and makes it look so unwelcoming.",40.800456,https://riversideparknyc.org/,-73.944161,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAAkTe0rhV459Pg73UIa78j63N-Ga6iFOGIKBFwsV7aEH-2Uwq-EvLjKt95zdk1KznkuvryLMeaky7lxlHagoSP0tY_8hy-l8BN0dJQZMk0oTPSSORmQ6bTorHFrZMemx6nEhBGO5Vi0ACOvYRaiA3cQYfrGhSBaiukpwkSAHkPxI-JfiaHTB3pAQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Garden
Genesee Park,0,0,10312,21375,Drumgoole Road West,Staten+Island,None Available,40.552557,None Available,-74.176154,None Available,unknown,Park
Grand St. Community Garden,5,2,11211,109399,Grand Street,Brooklyn, /AUTHOR: Vera Berlyavsky /RATING: 5 /TEXT:  /AUTHOR: Luke Hellwig /RATING: 5 /TEXT: ,40.713788,http://61franklinstgarden.blogspot.com/,-73.958933,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAA86Iak6RawYOqffYsPpIjSWgpGPGpbOF6IZQC9ZuwPVZ1mSQFk4QheIeiANkZgEoYGFqrfJqaba8LYdVVuYf-IyiKv9m4QjZhNUKECyEvmILmKVYCLEp6v7Tyei1E4VEcEhAFSNX3oBn6vW212PuDO3y9GhT938UbltsmOra-U8UxNk2PmAZIDA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 10:00 AM – 3:00 PM', 'Sunday: 10:00 AM – 3:00 PM']",Garden
The Secret Garden,4.3,14,10009,134221,53 Avenue C,Manhattan," /AUTHOR: Greg Wacks /RATING: 4 /TEXT: I've been using Secret Garden for years and they have always had great service and a lovely selection. They are really accommodating and are one of the few florists who stock Peonies off season. Highly recommend them. /AUTHOR: Alexandru Aleman /RATING: 1 /TEXT: Closed at 5:30pm, despite posted schedule.. /AUTHOR: Renata Holt /RATING: 5 /TEXT: Great service and attention to detail- they will take you through their stock and ask you what you like (color, shape, etc) while guiding you gently on best alternatives or accompaniments.  Their arrangements are beautiful, unexpected and unique.  Timely delivery. /AUTHOR: Mary Belle /RATING: 5 /TEXT: Secret Garden is now re-located in a beautiful shop consistent with the high quality they provide.  I have worked with Monique for a few years and she never disappoints me or the recipient.  Her taste level is impeccable, combined with her design & quality of flowers.   A true pleasure to work with always!! /AUTHOR: Julia /RATING: 5 /TEXT: The Secret Garden offers beautiful, traditional arrangements and unique options for those looking for something extraordinary.  The quality of the flowers and the care with which they are presented is evident the moment you walk in.",40.722494,http://www.flowersoncolumbus.com/,-73.980357,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3120&photoreference=CmRaAAAAcbxg6f1hc0fda0ROvED2_zH15wv5b724_pNBy75IeJRPDPKKLK8mEfIh06sV8dwdgYXxveHsmNwZ7cbc0yesb5MEAP_i5sUensR3EcZa9ULqy67sO_-FtVOoTP2Kp1lsEhBScVNXIV7sGfE_77UNDgGMGhT3GmqfcQZQkbzhj-ZfVLKx1tuPiw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 8:00 AM – 7:00 PM', 'Tuesday: 8:00 AM – 7:00 PM', 'Wednesday: 8:00 AM – 7:00 PM', 'Thursday: 8:00 AM – 7:00 PM', 'Friday: 8:00 AM – 7:00 PM', 'Saturday: 8:00 AM – 7:00 PM', 'Sunday: 9:00 AM – 5:00 PM']",Garden
Garden Party,0,0,11207,61668,Glenmore Avenue,Brooklyn,None Available,40.674172,http://www.thegardenpartynyc.com/,-73.887188,https://maps.googleapis.com/maps/api/place/photo?maxwidth=960&photoreference=CmRaAAAAZ6ydtR4kMphkKvnYKzhkFjoj3rtdA0xKdpM-W4Kgil0K0hsfz5dbidarhYNIECLV1UXwm10-1lPhY-0klf7l2ooga4vB1fN_ilMCrUkyHMm4bp4mWSz0XHOIXBN0TrGsEhB5vFKoUomQkjhC7JIhDSEtGhR-NAns9RpF1DpYh_xeiwG_fKWkig&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']",Garden
Pugsley Creek  Park,4.3,327,10473,129626,Compton Avenue,Bronx," /AUTHOR: Imtiaz Ahmed /RATING: 5 /TEXT: Awesome place to visit. The views are fantastic as you guys can see for yourself. Great time to visit this place is generally summer time. Especially early summer or during spring as the weather is not too hot. Biking is another option for those who love biking. /AUTHOR: Henry Torres /RATING: 3 /TEXT: Nice park to take a short walk through, the view of the riverfront (East River) is especially novel. There are no public facilities other than benches. The Soundview Ferry terminal is here and on a clear spring day it's fascinating to watch the boats come in and out. Public transportation (#27 & 39) buses bring you right up to the park. /AUTHOR: Tstarry Jackson /RATING: 5 /TEXT: I love having access to the water & this area. It is a clean atmosphere peaceful serene. Yes geese poop...but that's part of nature. A beautiful place to sit & watch the waves planes & fish some. /AUTHOR: kecia dorsey-rosa /RATING: 4 /TEXT: This is where they started up the ferry to Manhattan. We took a walk to see the new ferry stop and it's absolutely beautiful the sights. They have the schedule up for you to see and check which time would fit your schedule. People at the dock to help you on & off the ferry and a machine to purchase your tickets right there. Very convenient. If you want to take your bike it's only a dollar extra. /AUTHOR: Irma Suarez /RATING: 3 /TEXT: I travel on the ferry every day from Soundview to Wall street/Pier 1.  This is where you board the ferry.  Much much better than the train!",40.812144,https://www.nycgovparks.org/parks/pugsley-creek-park/,-73.849155,https://maps.googleapis.com/maps/api/place/photo?maxwidth=8056&photoreference=CmRaAAAAkXRUfYxJCPA4tiaiv5WbAOmtx8pZKOHiQNLGZQNsxLYtd6vyZ25UXkP6g-3N29bxWzyTDPUj2JD07UU4y60aSGYG5x9EnBoIc1JMi_rjoUo68t9uHgl_6S4YnKjJuTr_EhCCEfT7BH9ozH85e29iU7E_GhRVTjbjU2qfGtnyGxuaqQtMr-LFXg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']",Park
Cs 134 Comm Improvement Garden,3.7,6,10459,136760,1311 Bristow Street,Bronx, /AUTHOR: Sylvester Ward /RATING: 5 /TEXT: Beautiful place to go /AUTHOR: Ruben A Rodriguez /RATING: 3 /TEXT:  /AUTHOR: ARIEL SALAS /RATING: 5 /TEXT:  /AUTHOR: Robert Simmons /RATING: 1 /TEXT:  /AUTHOR: Marisol Munoz /RATING: 3 /TEXT: ,40.83093,None Available,-73.895016,None Available,unknown,Community Garden
Positive Seeds of Life Garden,0,0,11207,164753,558 Snediker Avenue,Brooklyn,None Available,40.661248,None Available,-73.899203,None Available,unknown,Garden
Marion Hopkinson Playground,4.2,86,11233,103553,89 Thomas S Boyland St,Brooklyn," /AUTHOR: Kyle McFarlane /RATING: 5 /TEXT: Been working out there every day for the past 3 weeks, pretty good, chill people, chill vibes. Love it! Plan to keep it up as long as I can :) /AUTHOR: Paul Irvin /RATING: 5 /TEXT: A beautiful, well equipped park and playground.  Nicely maintained as well. /AUTHOR: Denise Carlton /RATING: 5 /TEXT: Reminiscing about childhood. Playing in park. Now beautiful!!! /AUTHOR: jo B /RATING: 1 /TEXT: Too many unwanted people hang out in that park. This park needs better security or something to protect the kids that play there /AUTHOR: Rhonda Jeremiah /RATING: 4 /TEXT: I like this park. It needs some work from the parks department. It needs the grass cut and kept low, there's lots of mosquitoes especially to the front of the park. Its a great place to hang out on a weekend. There was even a jazz band playing that evening. Thank to the shady  trees around you don't have to worry about the sun.But it's quite unkept. I hope the parks department will consider upkeeping these areas. This is the summer. We need places like these to hang out with our kids, friends, and even to take time out for ourselves.",40.681781,https://www.nycgovparks.org/parks/marion-hopkinson-playground,-73.91332,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAApo1CHSraciAfR-oSRERxL_-6sXYAtpEtByk2wyu9W1uboywTOl6bFQU-w_wJnt5VvplVHBlbf2fbAeZpgnwgrBLfascMiiMUoWQLifBHxIoHX7WXpyjTsOtURYd3-QxOEhCRUOSoKiONeJudJEKpII8SGhQiZlD96kiwEqCzKXWGtl-PDG7ieg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Neighborhood Park
Under Brooklyn Bridge,0,0,11201,122641,11 Water Street,Brooklyn,None Available,40.703481,None Available,-73.994128,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1300&photoreference=CmRaAAAAST9tMof93dRYj4D-mWTznrTIDZt6_AuHTV-TlvUTUlWFuwqBmYHTfm1ygcYTEa2VRS4vZmKMW0lgRkMZTj32x8htVbMk1DD4L1WIelfXrWncCIKvka72St8y6Qo0r9euEhA7wsvPR0Qsk_E5lHA8sev9GhQVPy2E5ij8bNOtTxwgjTTITF-gYQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Windmill Community Garden,4.4,5,11101,4042,39-22 29 Street,Queens, /AUTHOR: Daisy Garcia /RATING: 5 /TEXT: Nice but homeless people smoke here /AUTHOR: Alessandro Digiori /RATING: 5 /TEXT: Try it its a very nice environment. /AUTHOR: Gabriel Zayat /RATING: 3 /TEXT:  /AUTHOR: Danny /RATING: 5 /TEXT:  /AUTHOR: Ewa Jakobowska /RATING: 4 /TEXT: ,40.753103,https://www.facebook.com/Windmill-Community-Garden-1497909453837476/,-73.935212,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3672&photoreference=CmRaAAAAKkAw3kkKv8bLh0DOkAtmtW-E7QmGaT6HlYUM5IkfLQKWVb0g50ggWA2Vxz1Q760SVToUOCm95aXhKv46ly9X1VMf1AknxfseYa_nejp5Sly6qejcG2_o4BV8rLfac1mGEhCcN4ixuzZSnyQvJ6YfTpgvGhTqQRSLpwoWbP2rHBHQ28sV50zKgw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 7:00 AM – 10:00 PM', 'Tuesday: 7:00 AM – 10:00 PM', 'Wednesday: 7:00 AM – 10:00 PM', 'Thursday: 7:00 AM – 10:00 PM', 'Friday: 7:00 AM – 10:00 PM', 'Saturday: 7:00 AM – 10:00 PM', 'Sunday: 7:00 AM – 10:00 PM']",Garden
East Harlem Art Park,3.7,28,10035,164351,171 East  120 Street,Manhattan," /AUTHOR: Jasmine Rivera /RATING: 4 /TEXT: Small, but nice and relaxing place to go to. I wish it was a bit bigger. But its great place to clear your mind for a bit. /AUTHOR: Marion Dukes /RATING: 2 /TEXT: Yes I go there all the time but  be careful if you bring children and just relax I'll see you soon the Duke /AUTHOR: Iam Human /RATING: 4 /TEXT: The area is freshly clean. As I know there is no trash. A /AUTHOR: Richard Lluveres /RATING: 4 /TEXT: Grew up in the neighborhood,  but never seen it the way it looks now. I'm glad to see the improvement. /AUTHOR: Perry anymal Nunez /RATING: 5 /TEXT: Best adult park in that area",40.800984,http://www.nycgovparks.org/parks/harlem-art-park,-73.93868,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3024&photoreference=CmRaAAAA_E6ZgG2z_JjwQwYQ1Wpl-_3v9sWGP5XeVRKRQZLXg2y1I6O4zjYrcW-fMSEolVUBoPyMfzfXKfLsI-l39-b_9HL_oIPmoSmyaVucb0nIs1aK21p7GHIBPqZww2T83J-JEhDDTzgYIQhTcNwhltaWj2cBGhRVfT_1JHENy0xMVaiJzgrbkv13dw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 6:00 AM – 11:00 PM', 'Sunday: 6:00 AM – 11:00 PM']",Park
W 124th Street Community Garden,5,1,10027,78968,77 West 124 Street,Manhattan, /AUTHOR: Matthias Hess /RATING: 5 /TEXT: Nice green spot to garden and relax! I compost here; keeps my organics out of the DSNY waste stream.,40.807051,None Available,-73.945271,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2340&photoreference=CmRaAAAA65srfJN5SxOguh6TT01Vb_9wug7K5EAo0J1LMNBMnZK9Qhuf_TSlT6EE1_9mnZ0Um3bHQFcaw0RCctcrn_CP9JzM4nrRTp2dYxrZPEq8Qyip3oTay_8u2pXFN0P-BPFiEhDeBCk-LJMYEjJYBj3Tyt3jGhThztDGjSHV6vjFIrY9nRMKhf40jw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
Risse Street Park,4.6,13,10468,108105,100 Van Cortlandt Park E,Bronx, /AUTHOR: Michelle Edwards /RATING: 5 /TEXT: Beautiful Garden...I loved it !!! /AUTHOR: unknown unknown /RATING: 4 /TEXT: Nice pizza.  Nice place. /AUTHOR: Christian Delgado /RATING: 5 /TEXT: I often go to this beautiful lil park. Nice and quiet. Perfect for relaxing. /AUTHOR: Anthony R /RATING: 5 /TEXT: Never traffic in this area /AUTHOR: Carlos M. Pizarro /RATING: 5 /TEXT: Beautiful,40.878565,https://www.nycgovparks.org/parks/risse-street-park,-73.885286,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAG9InKePpzvoC8w7eSuRhssxLaibE1d_HkApgQL7_H7gOuPBTnX-5MRCqo_QjJCyoaMX7cmEvvmFT9DC3ZA10MyKCzFcznQf440XCE37CmZBZaJwUCRdisFjWsnintcJlEhA0ZAUG8H5tBwNw4dcQX8eVGhR65XBybHyRAVfK3rE8lzan5T2k0w&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Neighborhood Park
PS 5,3.3,12,10034,123826,3703 10 Avenue,Manhattan," /AUTHOR: Margie U /RATING: 1 /TEXT: Garbage for a school. School has one of the lowest ratings. Get your kids to a better school. And the CAS program has totally hit rock bottom. /AUTHOR: ElAzTekAWaRRior /RATING: 1 /TEXT: agree with the 1 star comment, the main office is so disorganized. The staff is so unhelpful. I work in many schools where the staff enjoy their job positions and are ready to help people. In this school, that is not the case.  /AUTHOR: Dragon Flame /RATING: 4 /TEXT: Some what good but needs a lot of improvement specially when it comes to communicating the activity's of the school and your child's school academics.I hope with new principal they are able to improve and provide a better learning system specially in reading and writing. /AUTHOR: Rebecca Lurie /RATING: 5 /TEXT: A fabulous principal who has carried the legacy of Ellen Lurie for 15 years, Ms Wanda Soto is retiring and she has done well. The school is a dynamic learning envirnment, multi-racial, mutli-lingual and fully inclusive. The parent and commiity engagement is strong and the purposeful intent of its namesake is well tended. It takes a village to raise our children. It happens here! /AUTHOR: Nathan Carter /RATING: 5 /TEXT: Amaizing school",40.858402,https://www.schools.nyc.gov/schools/M005,-73.922311,None Available,unknown,Park
Rockaway Beach Boulevard,0,0,11691,151908,Seagirt Boulevard,Queens,None Available,40.593089,None Available,-73.752395,None Available,unknown,Community Park
Hattie Carthan Garden,4.8,24,11216,157308,658 Lafayette Avenue,Brooklyn," /AUTHOR: Qi 720 /RATING: 5 /TEXT: The Hattie Carthan Community Garden has been ""the lungs of the City"" for years! Today Tracy Morgan & TBS sponsored a magnificent luncheon/ garden party to start the opening of the season! It was absolutely amazing. Everyone should stop by the garden and check it out and/or volunteer. /AUTHOR: Jessie Curry /RATING: 5 /TEXT: It was a great turnout the food was good the politicians was there they had a lot of good things to say now the waiting process and see who's going to do what they say they're going to do /AUTHOR: Jade Zeller /RATING: 5 /TEXT: This garden is gorgeous!! Farmer's Market every Saturday until stuff is sold out. Fresh herbs, tomatoes, mushrooms, kale, garlic(it's so good!) And so much more. Fresh eggs from their chicken coop are reasonably priced. Their actual garden is huge for a city garden and perfect place  to bring children!! They can learn a whole bunch. Also, extremely easy to get to by subway or by bus! /AUTHOR: ADONIS XAVIER /RATING: 5 /TEXT: NICE. BEAUTIFUL EVEN HAS LIVE CHICKENS /AUTHOR: Ruby Olisemeka /RATING: 5 /TEXT: Communal gardens offering hyperlocal,  organic food & herb medicine; healing space",40.689947,http://www.hattiecarthancommunitymarket.com/,-73.948699,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1836&photoreference=CmRaAAAAS6Kwvmj_TDzFaR1rUGtRz9nFJyu8GztXJoHZKPOkuXOlyY7lb-CR_snpo3GMr190QzJSWGfczxuyL7uB4DjRT0vjgl-vYIMMwUupnowzNPwsVX0m8nS0Ut27N1vN6MLVEhAh5q9L7OpiGTGhd2pX3-z3GhTCBA-frVFDWaYFZap-0vFNaMafJQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 8:00 AM – 6:00 PM', 'Tuesday: 8:00 AM – 6:00 PM', 'Wednesday: 8:00 AM – 6:00 PM', 'Thursday: 8:00 AM – 6:00 PM', 'Friday: 8:00 AM – 6:00 PM', 'Saturday: 8:00 AM – 6:00 PM', 'Sunday: 8:00 AM – 6:00 PM']",Community Garden
Abingdon Square.Park,4.3,181,10014,155917,608 Hudson Street,Manhattan," /AUTHOR: Zachary Yamaguchi /RATING: 5 /TEXT: The most beautiful Christmas tree in the City that is living and growing. The tree is lit with tiny Christmas lights only during the holiday seasons. Always simple and elegant, and it's sure beautiful. /AUTHOR: Emily Gregor /RATING: 5 /TEXT: I love this little park. It's a nice escape in the neighborhood, and I always like to come here during my lunch break. It's a well-maintained and charming spot. /AUTHOR: Phillip Hewitt /RATING: 5 /TEXT: It's nice, I saw a bunny so I'm happy /AUTHOR: Romi Koch The Go Animator /RATING: 5 /TEXT: It Was A Great Place To Hang Out /AUTHOR: Ryan D /RATING: 5 /TEXT: Beautiful. Falls colors. Clean benches. Nice place for lunch",40.737333,http://www.nycgovparks.org/parks/abingdon-square,-74.005431,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3832&photoreference=CmRaAAAAJxgJxL8Iv5ikgArv-fSrttJ_mxBO5A5Pu9uHTYSslFOuMuG0TillT2LsQpxkhCvIVVFKOa4CScZ6oVdtMvwHuW4V48Gt0dZ_VwkrtbbA7CJuI2WMKCjepz2aA9M38WTMEhBxMSewUomPGTyj3CuZ10ZDGhSENRmpA3z6veX_Eg0i4w56cKp42A&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Park
Beach 17 Playground,5,3,11691,104861,9-01 Seagirt Boulevard,Queens, /AUTHOR: Cleuvis De Leon Borquez /RATING: 5 /TEXT: Good /AUTHOR: Dawn Sarro /RATING: 5 /TEXT: Nice /AUTHOR: Lichelle Jackson /RATING: 5 /TEXT: ,40.59449,https://www.nycgovparks.org/parks/rockaway-beach-and-boardwalk/facilities/playgrounds,-73.748804,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2704&photoreference=CmRaAAAAPvVb4qhRpQsiLGMTwzW7X1Q8RgsYT2NHlfOMBuuYlknGGeKug9auXhAtca3iKTdxMJPUzt1Ry3JYFuHGJWoIAQnLmYykQ9NPTQfVLHBH55GdkgpQ-nv0sCiEOfSieIZ3EhD53k_QRKq-tfqdZTtlS0_UGhTZeAZ6QnV-z8t0zSddpWePAoTrFQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Neighborhood Park
Motor Parkway,0,0,11364,157646,Oceania Street,Queens,None Available,40.736653,None Available,-73.75656,None Available,unknown,Park
Cypress Hills Change Garden,4.3,4,11208,182075,9 Chestnut Street,Brooklyn, /AUTHOR: Edwin Velazquez /RATING: 5 /TEXT: Nice to see the comunidad together. Cypress Hills i am proud of it /AUTHOR: android gameplays /RATING: 2 /TEXT:  /AUTHOR: Javier Rodriguez /RATING: 5 /TEXT:  /AUTHOR: Aracelis Melendez /RATING: 5 /TEXT: ,40.687771,http://www.cypresshills.org/,-73.876217,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1440&photoreference=CmRaAAAADnP3wW2xLKuADKk5ytxvfqwAM11DfzQBTAWztIJgpFL3ppW_E2BBsnLZDbrlou4KZzUdmJwchwNBV2BtIbk6cGqxEz5xkLAlU2E2J95qRP9CsfsWrjK68uMhVuq7jZVtEhCgSu4jn85LO32Ue9QurIGfGhQYAGQU1-qFHdA2A84RrH4nXFAMDA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
Cypress Hills Playground,0,0,11208,103052,Euclid Avenue,Brooklyn,None Available,40.670742,None Available,-73.871082,None Available,unknown,Neighborhood Park
